s1,beginning_description,following_from_self,following_from_others
1.3,女 我最近不知道怎么了，只要看到老公发脾气我就心里舒服而且只要在家里我就想逃跑的想法，不想再这样活了,,什么时候开始有这样的情况的？ // 你们结婚多久了？感情怎样？ // 这样多久了，发生过什么事情开始这样的呢？ // 你多大了，和家人有什么矛盾吗？ // 美女，可以关注我，我们进一步私聊
1.3,女 因性格不合，只要一张嘴说话就吵架，根本无法沟通，我提出离婚，可对方不同意，怎么办？请老师帮我解决,,感情问题较复杂，不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？ // 是否购买服务？ // 你的问题靠免费文字咨询说不清楚的 // 美女
1.3,"女,伤心难过两三年，他现在要结婚了，他伤害我，我想死并且决定去死，但有点舍不得家人，我不知道该怎么办",我只想要他爱我，可是这是不可能的 // 可是只有死才能不难过。 // 我接受不了他和别人结婚 // 过了年21岁了 // 想失忆，这也不可能。 爱情转移不了 // 我知道换不回 // 他肯定什么事也没。我家人肯定会去找他 // 我也想过报复，因为他是负心汉 // 他在我心里是最坏的人 // 找他也没用，昨天我和朋友就去了，没找到。 // 哎 // 有没有失忆的药啊 // 对 // 这是抑郁吗，我觉得我没救了，我需要正能量 // 一想就痛 // 总是 旁观者清， // 您说的对 // 嗯嗯,为什么要死？ // 为了伤害你的人？ // 你希望这件事最好的解决方式是什么呢？ // 没有什么比你自己的生命重要，要好好的爱惜珍惜你的生命 // 你有多大了？ // 所以，你只是不想难过，却要搭上性命和家人的爱 // 还这么年轻，你的路还很长，可能会遇到比他还优秀的，你爱的人！ // 想一下，还有没有其他的方式 // 死，能换回她的爱么？ // 如果你死了，他会怎么样呢？ // 天真的美始终易碎 // 找他，又会怎么样呢？ // 你的极端行为只能让爱你的亲人伤心，于你和他的感情没有任何作用 // 你将全部的希望都寄托在另外一个人身上，受伤痛苦是肯定的，因为你太看轻自己了 // 如果不改变自己的行为模式，忘记了这一段，你很快又会投入下一段 // 伤害的程度在于我们对事物的认知 // 舍不得就不死 // 只要你愿意没有谁可以伤害你 // 进行心理咨询吧，我可以帮助你，点击我的头像关注，私聊或者图文或者电话咨询吧 // 如果你愿意，购买咨询服务会对你帮助很大的。我觉得你并不是糊涂的人，而且真诚善良，值得对自己更好，多掌握一些与人相处的技巧，多了解一些人性，会对你的未来的情感生活有很大的帮助。 // 感情是两个人的，造成分手双方都有一定的责任。但既然选择了挽回，那么就要先审视自己身上的问题。 《男人来自火星，女人来自金星》这本书里说过男人需要的爱的形式，包括信任、接受、感激、赞美、认可、鼓励； 女人需要的爱的形式，包括关心、理解、尊重、忠诚、体贴、安慰。重新审视你们的感情经历，你是否在相处时尽到了恋人的责任，你身上是否有对方无法接受的缺点……你要重新认识自己，并开始改变自己。
1.3,"男,结婚一个月，感情还可以，但是前几天忽然对我开始沉默说我是骗子双面人，对她一点都不好，说我左右逢源",嗯 // 是的，她就这么说我的 // 伤心嘛 // 我觉得我是没有骗她的 // 我沉默,骗子双面人？ // 你清楚她的感觉吗？ // 听她这样说你，你的感觉怎样？ // 你怎么看待自己的做法？ // 帅哥，方便的话可以关注我，我们进一步详细的交流 // 你们是怎样继续沟通这件事？ // 她呢？ // 帅哥，你们之间有一些误会需要澄清，你是否和她好好沟通过，这个问题不能沉默，点我关注，电话咨询，我可以帮你调整。 // 她是想表明你对她的忽略
1.3,"男,我和我的家人都在上海，我女票也在、如果我和我女朋友因为我家里人吵架，女朋友会不会觉的她在帮自己家人",不可以、她脾气很爆，说不定下一秒就会超级 // 吵架 // 我就想知道会不会觉的我在帮自己家人,可以采取不吵架的方式解决问题吗？ // 有方法的 // 肯定会这样想 // 你们需要沟通 // 点我头像，再点图文咨询，与你私聊好吗？ // 在这里简单的交流可能对你的帮助不大，最好可以选择和我电话咨询，我们详细的交流，欢迎订购我的咨询套餐，希望能够尽快地帮你摆脱困惑，可以的话关注我，我们私聊。 // 对你来说这么重要的感情问题，我们可不可以做一个电话咨询呢 // 这问题具体问题需要具体了解 // 不能一概而论 // 你们的沟通似乎很少是吗？ 她会不会那样觉得，你可以直接去问她。这样你们的感受才能得到沟通。
1.3,男 和老婆经常斗嘴，她个性很强，我不知道怎么办，斗嘴很厉害，过后有没事，我累的很，不知道怎么办，想离婚,,啊，我想你们两个的相处模式需要改变一下哦 // 你们都为什么事情争吵呢 // 理解 // 亲，明知道斗不过她，为什么还尝试呢？为什么不换一种沟通方式呢？
1.3,女 洗澡的时候老公家的小叔不小心，打开了看见我洗澡，我不知道该不该跟老公说，现在也不敢面对他们家叔叔，,可是心里不舒服啊，想说出来，而且我现在怀孕了，憋着难受，不知道怎么办 // 你们觉得我要跟老公说么 // 当天我就在厕所试着打开门看下他到底有没有，看到我全部，但是当时我来不及反应小叔都看到了，一想到我就难受，老公吃饭就很奇怪的看着我，说我开着厕所门又关，干什么，我当时觉得委屈就哭了，老公特别担心我，以为我怎么了， // 可是心里很不舒服，很想哭 // 可是我觉得的他们家小叔人挺好的 // 怎么说也看到了，他小叔本来之前就叫我帮我女儿儿子洗衣服，可是发生了这件事，就没好意思叫 // 是我老公爸爸的弟弟，他说最小的，我老公就叫小叔， // 都三十多了，比我大十多岁吧,你都说了是误闯，为何不敢说呢？担心什么？ // 看你如何定义这件事了，心理没有什么想法，这只是个意外的小事件 // 理解你的感受 // 说不说都无所谓，你心理坦然，没有必要告诉老公。和小叔如常相处就可以。 // 想说，可以说的，和老公陈述这件事时只要说了不引起误会就好。 // 你别太在意，这是意外 // 愿意和我详细聊聊好吗？我可以帮您 // 美女，这种事情其实你可以自己处理好 // 无意的 不用说吧 // 你的小叔子比你小几岁？ // 你小叔一开门意识到你洗澡，正常的反应一定是马上就出去了，不会看到什么的。你想说也可以说的，你需要老公的支持。 // 要不是你离我太远，你和你的全家人只需见我一面，你的问题就解决了 // 杨子俊老师多大了？ // 美女，可以关注我，我们进一步私聊
1.3,男 老婆因为和我妈相处不好而进而产生对我们一家人都有成见，甚至连婆家都不想回，作为老公的我应该怎么办？,,你们多大年龄了 // 这种情况是第一次出现吗？ // 帅哥 // 婆媳关系相处不好，你是一个关键。 // 好好哄她 // 你是婆媳关系的桥梁，你的作用很关键
1.3,女 最近老是纠结往事，回想以往种种，我这八年掏心掏肺一心一意对待的老公，却发现原来我在他心里就不重要。,,为什么会有这种感觉呢？ // 遇到什么事情？ // 发生了什么？ // 你需要被老公看重是吗 // 美女
1.3,"女,我和老公两地分居，他除了上班就是沉迷于游戏，我觉得他很不成熟，请问我该干涉他玩游戏吗？我该怎么做？",那我该怎么办 // 我一直很纠结，说多了又怕影响感情，我怕他沉迷游戏，对他上班之余做什么没有太多明确 // 请问李中莹的情绪舒导学的书什么书店有卖,两地分居，增加了调教的难度 // 亲，你希望他工作之余做什么 // 异地干预沉溺游戏的家庭案例我暂时没有接手过，具体情况我希望可以多了解一下 // 他需要精神寄托 // 分居两地的问题能解决吗？ // 你希望到达什么目的 // 两地分居，他平时还能干什么呢？玩游戏成了他的生活的一部分了
1.3,女 不想活了我跟我父母已经很久没有说过话了，她们也不给我钱，就这么让我在家呆着，也不关心我每天有没有吃饭,,可点我头像，加关注私下聊聊，图文咨询或直接电话我的，祝好！ // 美女 // 多大
1.3,他坚决要跟我离婚，无论怎么挽回，也不行。他说有些话说出来就挽回不了了，回不到以前了，我说能，他说不能。,,为什么离婚？ // 美女，因为什么 // 无法挽回的原因是什么 // 你们离婚的原因是什么呢？
1.3,"女,我在我爸妈吵架的时候会喘不上气，后来慢慢的好了，现在和男朋友闹不愉快，又老是喘不上气，是不是心理问题",不知道，但是一紧张就会这样，胸闷，透不过气 // 最近比较严重,嗯，需要调整身心 // 是紧张害怕引起的胸闷 // 调节你在吵架时候的身体和心理反应 可以有效的缓解你的症状   点击头像关注 电话详聊 // 你需要调整你自己了 // 你无法面对相同的情景 // 你多大了 // 这种情况需要做心理治疗 // 情绪的躯体化表达，可以通过咨询来调整 // 在你爸妈吵架的时候，这种氛围带给你一个创伤的感觉。在你和男友的关系中，被碰触到。 这两个地方相互沾染。你很难分开 // 如果能处理曾经的父母吵架时带给你的创伤。那么你再回到和男友的关系中，你会感觉到不一样的感觉 // 如果你有意愿做咨询和治疗。你可以点我头像关注我，方便时私信我约时间，我们一起成长 // 应急刺激反应躯体化…可以治疗的！点击头像关注我，私聊。 // 先去医院检查一下吧 // 在你不能咨询的时候，你可以多去体会那种在爸妈吵架时的那种不舒服感的感觉。 去陪伴那个感觉。坚持去陪伴它，你会找到内心的答案。祝福你。 // 美女，可以关注我，我们进一步私聊
1.3,女 我们结婚有个孩子了，可是我们实在过不下去了，所以我选择离婚，可他不愿意，还说如果我非要离婚就泼我硫酸,有家暴，而且他现在已经心里有问题了，这种可以报警吗 // 孩子两岁半,什么原因过不下去呢？ // 先保护好自己，离婚的事情从长计议 // 极端 // 孩子多大？ // 他不离婚，是因为你的原因吗 // 感觉您有些无奈，不知道该怎么办
1.3,"女,我30岁，现在老公每天工作都非常忙，本身身体也不太好，我想同房，他总是说累，不想，可是说让他看看去又不肯",以前身体也一般，不太好,给你留言了，点我头像可以看到 // 多给他做些有营养的食物 // 给他关爱，成长自己，刺激对方的欲望 // 具体咨询，可以关注我，电话详谈！ // 美女 // 和我对话给你心理方法的化解 // 美女，可以关注我，我们进一步私聊
1.3,我跟我前男友分手了，没有领证是未婚先孕，生了两个孩子，孩子都在他身边，我想问下单亲的孩子可以上户口本吗？,我也不知道，对方说要我身份证复印件，如果我不给他孩子可以上户口吗？比如说别的办法。 // 对方要我的身份证复印件有什么用呢。对我以后有影响吗？我现在有家庭了，如果我再生是不是能查出来我的记录算超生了？可是我跟前男友是未婚先孕没领证的也可以查出吗？ // 如果上不了，需要我签什么协议吗？对我以后怎么样 // 放弃抚养权意味着什么？ // 请问放弃抚养权怎么写？有样版吗？是自己亲笔写还是电脑打印也可以？ // 还是要到相关部门拿一份资料再填写 // 有人在吗？,咨询当地派出所 // 具体建议电话咨询或购买服务咨询 // 放弃抚养权不等于不支付抚养费
1.3,28 我和我老公分隔两地，我老公还是个对家庭及孩子极其没有责任感的人！我家孩子才两岁，十天都不打个电话问候！,,你有跟他表达你的感受吗？ // 你们的感情怎么样呢？ // 沟通非常重要，如何主动表达引导他也关注家庭也很重要 // 如需要更多专业咨询服务，请点击关注我，并私信留言给我，我才能收到信息予以回复！ // 你期待老公多关心你和孩子，对吗？
1.3,女 老公的前妻一直有事没事就打电话给他，我一生气，老公总会说我有病。请问离婚了，还总找各种借口联系这正常吗？,好 // 偶尔是因为孩子，大多数我都不知道聊什么 // 总是会问你在哪？ // 我老公还为她辩解说人家是不想破坏我们的生活 // 我们结婚两年 // 他们有个儿子 // 孩子有电话 // 她根本就不管孩子的学习什么的 // 他前妻打电话总是在我老公出车的时候 // 我老公总说我心里不正常，我相信他，可是那女人总是放不下，这个是我老公也承认的 // 那我该怎么办？ // 就任由他们这样继续下去，一天不打电话，两天都得早早的 // 他说我要是上叶文说话那个节目，一定会被骂，说我小心眼 // 如果不是因为这事总生气我们关系很好 // 控制不了 // 那就只能改变自己 // 我自己的心态好了，他们还是一样发展 // 谢谢各位 // 我只想知道我是不是有病，这件事是我的错吗？ // 说起来好容易可是做起来真的好难啊 // 因为我在乎，因为我怕失去，毕竟他们有孩子 // 我不想和另一个女人去分享 // 我要的是一个家，一个没有别人来搅和的家 // 我没自信，我怕失去，因为他们一起生活了十年，离婚后还一直保持着联系，他们还有个孩子 // 我没什么优势,前妻打电话的理由多是什么呢？ // 他们有孩子吗？ // 你的心情我能理解，关键要看他们是因为什么打电话？ // 他们有孩子吗？你们结婚多久？ // 如果有孩子就会因为孩子经常打电话的 // 既然你们都结婚两年了你就得相信你老公 // 她联系你老公，你阻止不了，你老公怎么做，你需要有原则性 // 你点我头像，私聊吧 // 美女，你们关系如何？ // 关键是你能控制前妻不电话或是丈夫拒绝电话吗 // 嗯 很好 自己无法掌控的局面 你该怎么做呢 // 点击我的头像关注 我们电话详聊 // 那就只能是调整自己心态 // 你觉得你们的感情有没有变化？有没有因为他的电话，让你老公不爱这个家不爱你了呢？ // 他们怎么样 你没有能力决定 // 有没有孩子？有孩子就有可能有事吧，你太敏感了 // 他前妻联系他。你心里不舒服，这是可以理解的，这会给你造成危机感。你需要处理夫妻关系这是一个方面，还要让她知难而退。 // 嗯嗯，改变自己的心态吧 // 你心态好了，让你老公感受到你的大度，他会更爱你，而不是总控制他，让他觉得你很小气 // 没有绝对的对错，做好自己的角色 // 你要的是什么呢？正面的 // 你感觉起来更像第三者 // 你自己有什么优势？ // 感情问题较复杂，不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？
1.3,女 现在哺乳期，还有半年断奶，公婆过来带孩子，他们对孩子很好，我总担心断奶后孩子会和他们好！我上班不和我好！,那是真的会和他们好么？有时候看儿子跟他们好我会很生气？ // 女 现在哺乳期，还有半年断奶，公婆过来带孩子，他们对孩子很好，我总担心断奶后孩子会和他们好！我上班不和我好！ // 我担心他们取代了孩子的爱  孩子会不跟我亲近了  还有教育方式也担心,初为人母的正常心里。调节情感 // 你很担心孩子和爷爷奶奶关系好？ // 你的担心是有原因的。 // 美女，他们只是帮你爱孩子，没有人和你抢孩子，太在意所以患得患失，不仅孩子，你也多了人照顾，你说是吗？ // 不好 // 你的担心对你是有帮助的 // 会帮助你更认真主动带孩子 // 你可以允许她们对孩子好，但是永远不要让公婆成为带孩子的第一责任人 // 你需要主动承担起来 // 现在心理学家主张妈妈应该延长产假，三岁前孩子需要和母亲形成亲密和信任的关系 // 我建议你如果非得工作，你可以找一个 能有更多时间带孩子的工作。比如离家近的，坐班时间没那么长的 // 希望你的烦恼能得到解决。 // 欢迎您关注我，需要时 约我电话咨询详细讨论。 // 美女，可以关注我，我们进一步私聊 // 母子关系不是其它人能为替代的
1.3,"女,结婚13年了，为一点小事吵架，他突然说离婚，说没感情了 没有爱了,我不想离为了孩子！有什么办法挽回！请老师指点",请指点 // 不会，我对他很有感情 // 谢谢你了！ // 我有需要再找你们其中一个吧！好多人，信息太多了！,你们有感情吗。如果不考虑孩子你会离婚吗？ // 经常吵架吗？ // 很理解你的心情 // 这问题需要详细了解情况才能给你建议， // 愿意和我详细聊聊聊聊吗 // 请点击我头像关注我私聊详情点击，给你留言了 // 你的问题不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。免费文字交流很难解决你的问题，建议你购买服务，电话沟通。如果你信任我，点我头像，再点图文咨询，与你私聊好吗？给你留言了。 // 既然这样，就别去争吵，让他冷静冷静 // 如果在一段感情中过度付出，会让关系失衡。 // 可以通过和老师的初步沟通自己老师的资历介绍，选择合适的老师 // 美女，可以关注我，我们进一步私聊 // 对你来说这么重要的感情问题，我们可不可以做一个电话咨询呢
1.3,男 和老婆闪婚，婚后发现她不愿接触我，好像有恐怖感她，手都不让碰平时，晚上睡觉也卷缩在一起，她是不是有心理问题,沟通好难哦 // 现在说见到我都说怕，面都不见了， // 因为闪婚，彼此也不了解，为了生活上的一些事，争吵了一年，一年都走不出那几个话题，现在开口闭口离婚，结婚一年，都很少在一起过， // 对她的过去不了解，只知脾气大,让她接受心理咨询吧！ // 可能 // 和她交流下，她是不是受过什么伤害，有阴影或者心结！如有需要，她需要心理咨询 // 别着急，慢慢来 // 她为什么会这样呢？ // 帅哥，她多大，以前受过伤害经历吗？ // 你接受咨询吧，看来妻子的表现与你相关 // 我可以帮助你分析，解决问题 // 点我头像，再点图文咨询，与你私聊好吗？
1.3,"女,夫妻之间总感觉有隔阂，爱吵架，觉得过不了一辈子，我老爱专牛角尖，我觉得我不爱我老公，但是又离不开，怎么办？",,你多大年龄？ // 结婚多久了？有孩子吗？ // 感情问题较复杂，不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？ // 婚姻出现问题往往是让我们来学习的，欢迎点击我具体咨询 // 总是因为什么吵架？ // 不爱他，但是又离不开。可能你现在很需要一份亲密关系，只是目前你的亲密关系无法满足你内心的需要 // 这种情况，首先我们需要来探索自己有怎样的心理需求 // 然后学习如何建设性的沟通自己的需求，是两个人真正心灵互动起来 // 我可以帮助你，欢迎您约我电话咨询，我们一起成长 // 美女，能具体说说你们都哪些方面有隔阂吗？
1.3,"女,丈夫出轨几次，还经常对我实行家庭暴力，现在我要离婚，他们家人却要我为了孩子，给他机会，原谅他，我该怎么办？",,点我头像，给你留言了 // 要你自己决定，但是在这个环境中对孩子成长真的有好处吗？ // 经常家暴。他什么态度。如何改变自己 // 你真的不知道怎么办？ // 点击头像 联系咨询 具体帮助你制定方案 // 很理解你的感受 // 愿意和我详细聊聊吗？点击我头像关注我私聊详情，给你留言了 // 他的家人试图替他承担他该承担的，这对你们的关系本身是不利的。你们需要独立来面对自己的问题。 欢迎你约我时间电话咨询 // 你自己是怎么想的，如果他能改变，你们能和好，留住婚姻是对的 // 通常什么情况下，家暴会发生？ // 你对你目前的婚姻状况，自己是怎么想的? // 妥协之后，家庭暴力可能还是不会改变的 // 美女，可以关注我，我们进一步私聊 // 离婚，这种男人以后会变本加厉 // 美女
1.3,女 他老是把我当奴隶，使唤我，我一反抗，就骂我。而且还骂我家人。我顶嘴，他就说离婚，明知我离不开孩子。我好累～,,你们结婚多久了，从结婚开始就这样吗 // 为什么会这样 // 帮你分析老公心理，关注我私聊 // 哪天你真要跟他离婚了，估计就轮到他后悔了 // 加我聊吧
1.3,女 为什么老公聊天我会生气，其实我明明知道不可能我还是要怀疑，而且还很喜欢看他的聊天记录，但看完了自己还会生气,其实我知道但是我就是控制不了情绪，而且也许是因为第一次他给我的阴影，我现在看他玩手机我脑袋里都会出现哪些不雅的图片,你可能对父亲总有些许怀疑？ // 你没有正确理解好家庭中每一位都是平等的，都有自己该有的自由，爱人不是自己的附属物… // 一起经历过类似创伤事件 // 点击头像 联系咨询 帮助你我修复创伤心理 // 点击头像 联系咨询私聊
1.3,女 我和老公结婚一年了，但是房事一直不顺畅，今年我们希望有自己的孩子，但我对老公床上暧昧老是反感，怎样调整为好,我们平时感情很好，话题也多，就是关于房事，我们并不和谐 // 没有其他因素，只是简单的反感，这是咋回事 // 有时候老公强行用手指插进我的下体我感觉进去的时候特恐惧！,你们感情怎样？ // 点击我头像加关注选择图文咨询，给你建议 // 返回一下看我给你的留言 // 性心理问题较复杂，不是几句话就能说清楚的的， 老师需要详细了解你的情况，分析原因，才能找出解决方法。我建议你付费咨询，因为电话沟通方便。点我头像，再点图文咨询，与你私聊好吗？ // 需要找找 // 你老公知道你的情况吗
1.3,女 老公40岁因老家拆迁走了五个月了，总说回不来会不会老公外边有人了，要不然怎么扔下几个月的女儿和我走这么长时间呢,天天打电话，五个月手机费六百多 // 他家是黑龙江我家是山东，小家也是在山东不过不跟我父母在一个城市，跟他姐和哥在一个城市 // 没感觉怎么样天天打电话 // 分开五个月他会不会出轨啊！男人真不好说 // 因为家里拆迁款不让拆现在正闹，婆婆说都着急，让我别上火，我总觉得男人在外边呆五个月不出轨的几率太渺茫 // 不是拆迁我信，就是觉得他能出轨 // 感情很好 // 是对男人不信任 // 嗯,平时没联系吗？ // 你所说的老家是指你的婆婆家吗？你们的小家在哪里？ // 你感觉老公态度怎样呢？ // 老公说回不来的原因是什么呢？ // 拆迁的借口你很难信服吧？ // 美女，可以关注我，我们进一步私聊 // 嗯嗯。你们之前的关系如何呢 // 我觉得你需要有风险意识。但如果他真的出轨了，你也需要过好你自己的生活 // 欢迎您关注我，约我电话咨询详细讨论 // 你们夫妻间的信任度其实并不高 // 不信任，源于两地吗？ // 第一回去看看，第二就是不怀疑 // 美女
1.3,男 我以爱人结婚六年有一个三岁男孩我怀疑她有外遇之后我们噪了一架后她提出离婚但我不想离我找过她多次但她非常坚决离,一年多以前有一个月我在外面打工她那个月是经常夜间一两点才回家 // 我想也是我误会但是我还很愛她如果她非常坚决没办法也只能放弃 // 我也去努力了1号我送他回娘家7号那天我送点衣服去给她我问她想小孩吗她不说话我给她看小孩视频她也不看只说离了吧当时我流着泪回家,很理解你 // 愿意和我详细聊聊吗 // 去看一下我的留言 // 这个问题需要理性对待 // 因为你误解她，还是什么原因，这样坚定的要离婚呢？ // 如果她很坚决你有什么打算 // 你可以努力试试
1.3,女 自已的爱人一喝酒很晚才回，要么说为了工作，要么说为了朋友，他是爱喝酒？还是他从来没想过家里有一个人在为他牵挂,,亲，你需要表达自己内心的情感，让对方感受并了解到。才可能让他对自己的行为有所醒悟 // 请问你跟他表达过你自己的感受吗 // 这样的男人还真的不少  有责任心 懂得换位思考才行 // 爱人这种情况多长时间了呢 // 美女 // 他是不是在回避你们的关系呢？你们的关系中出现了不舒服吗
1.3,"女,孩子才一周岁，还什么都不懂。可是只要他不听话不睡觉吃饭，我就有想打他的冲动。自己就很想哭，觉得自己要被逼疯了",具体焦虑什么也说不清楚，就是觉得自己很压抑，觉得没有人可以理解我。都在反对我 // 带孩子都是我自己带，他们帮不上什么忙还在指手画脚，说我的不是 // 我孩子晚上睡的早，一早就在打哈欠了，我带他去睡觉家人就会说我是在压着孩子这么早睡，孩子其实根本不想睡觉。我和她们说不是这样的都没人信 // 为什么她们就不想孩子早点睡觉呢，孩子早睡是好事。 // 我感觉自己有抑郁，焦虑，强迫症的综合,内心有什么焦虑痛苦。 // 情况多久了 // 有的母亲产后焦虑焦躁不安。就会这样。 // 这是累懵了 // 点击头像。联系专业咨询治疗。 // 为什么反对你 // 带孩子很辛苦。睡不好。个方面都收到影响 // 能这样说话都是没病的。 // 你不是烦孩子而是对那些不帮你的人开始愤怒了。 // 压力过大造成的 // 孩子小，妈妈很辛苦，多与家人沟通，有什么事需求帮助，及时调整自己的情绪
1.3,男 老婆发现我与前任微信和Qq聊天～～此内容无暧昧只有近况～聊天周期很长在三个月个月以上～老婆和我闹离婚～我该怎么办,我知道～但是被骂了一通～我感觉我没有做出什么出轨的事情～那些聊天记录没删除～ // 被骂了一通～骂的一无是处的～信任危机啊～我和前任自分开后就不见面了的 // 我说我不会跑～内心一直想着她～没有背叛～语言没有暧昧～怎么说老婆就是不信 // 我这样是出轨吗？老婆说我这样出轨了 // 我很怕～战战兢兢的～都不懂得怎么跟别的异性交流了～生怕被误会,尝试挽回 // 可以通过咨询，之后，你再考虑如何做？ // 应该也只是吓唬你 // 这个问题可以处理 // 你找前任聊天的目的是什么？ // 老婆闹，挺正常的 // 老婆闹，反而说明他是爱你的 // 应该更加去珍惜她 // 所以你要表现好点 // 去对她大胆地说出，你对她的爱 // 她是担心你要跑掉 // 实际上需要咨询的是你的老婆 // 一个没有自信和安全感  疑心重的女人 只能是抓牢自己男人方式 // 换位思考一下就知道了 // 呵呵……妻管严呀！你老婆真有一套，太会无中生有了！ // 守着自己的爱人，还保留前任的联系方式，聊天，谁都会心里难受的，请理解你老婆。不管聊什么，内心还是挂记着对方的，但无论过得如何都与你无关了，为什么非得去伤害自己的家人呢，因为她非常明白日久生情的道理。
1.3,男 结婚十几年了，发现妻子的秘密，还是和自己的朋友有染。我心里像吃了个苍绳那样恶心。孩子们也那么大了，我该怎么办?,我想知道为什么？为什么这样对我?这件事是发生在我刚结婚时就发生的,你最想怎么办 // 你是怎么知道的? // 如果不方便，可以选择付费私聊 // 帅哥 // 老婆是怎么解释的
1.3,父母经常吵架，家里有个四岁的妹妹。我怕会影响到妹妹的成长，有什么办法能让父母遇到事情好好说话，别动不动就吵架呢。,快17了 // 今年17 // 中午好，谢谢 // 恩恩，谢谢各位老师,妹妹应该很庆幸有你这么懂事的姐姐， 已经长大了，你理智和父母谈谈你的感受！ // 你多大了？男孩女孩？ // 您的问题是你们家的幸运 // 中午好 // 您多大了？ // 别人不看我们怎么说的，只看我们怎么做的。所以，自己的情绪，表情是不是和蔼的，微笑的沟通呢？
1.3,女 我们只是普通的农民家庭我妈妈好赌博而且非常自私我爸是个特别没有主见什么都听我妈的蛊惑的人有这样的爸妈我该怎么办,29岁 // 我小的时候他们就这样我妈妈就赌博而且非常不讲道理 // 对，每次跟我妈妈好好说可是她都是剑拔弩张的样子非常不可理喻 // 我觉得我从小就受他们的影响，多多少少会有他们的一面但是我非常清楚什么该说什么该做我不会什么话都像他们一样能说出来他们说话骂人都特别难听像说话一样就能随口说出来 // 不但我们做女儿的这么说他们，就连我的爷爷奶奶还有亲戚都说他们这样的有时候跟我说我都无可奈何 // 你们这些都是收费的吗,你多大了？ // 这样的父母让你很难受，无可是从是吗？ // 在这样的环境下成就了怎样的你？ // 值得庆幸的是你没有成为他们 // 点击头像直接呼叫专家电话咨询 // 美女 // 要不你点我吧。本人色艺双绝品貌无双花见花开。人见人爱车见车载儒雅矜持忠厚老实英俊潇洒纯学术中年知识分子范的心理咨询家庭婚恋法律税务等你想得到和想不到的所有方面可男可女的专家为你服务可好？ 亲求你点我吧。我好久没做咨询啦。没钱不是问题。有病才是重点。只要你点我一次还你幸福一生。不点我是你的失误。点我失败那是我的错误。亲一次不来怨你。两次不来怨我。还犹豫什么？伸出你那温柔的手指。不管是粗壮有力的大拇哥还是灵动非凡的二拇弟再或修长纤细的中指溜也可静雅顺好的无名指默默无闻的小拇指来点我吧。
1.3,女 老公说我拿走了他的车子跟钱，没有跟他回家过年。现在逼着我跟他离婚。很决绝，说跟我性格不合，感情破裂。一定要离。,结婚4年多了， // 经常会为了小事吵架 // 是的，刚开始是我说我们这样的状态真的不好，要好好考虑，如果不行就离了。让他去思考。他说好，过了一天他给我的回复就是要离婚 // 因为我把他的车还有钱都拿走了，今年过年也没回他家过年。这个成了导火线 // 其实我对他是有感情，而且我们也有个孩子， // 我不想离婚，其实就是想踏实过日子。可是他的态度让我极度的没有安全感 // 可是他却硬说性格不合，非要离婚。 // 我该怎么办呢？,你们结婚几年，有什么矛盾吗？ // 早 // 他的提法应该不是考虑一天两天了 // 亲， 你怎么看待这个婚姻的 // 你不想离婚，却要求他考虑，这不是作茧自缚吗？ // 你的心口不一哦
1.3,"女,36岁,跟老公有矛盾，想离婚很纠结，不想把自己的下半生就这样跟一个不爱的男人在一起，总下不来决心，主要是放心不下儿子",七岁 // 哎这个怎么说呢，他没有一点责任心 // 八年 // 08年结婚的 // 不上班 // 一个家都是我在管,孩子多大了？ // 你们的情感几年了？ // 发生什么矛盾了 // 和他的矛盾主要是他的原因吗？ // 已经留言你了，点我头像，点击：图文咨询， // 主要矛盾是什么 // 你对他失望因为什么事情呢？
1.3,男 我的老婆半夜和别人出去了，就他们两个人，后来让我知道了，我问她她还骗我说还有别人，到现在我的心里还难受，我怎么办,也没怎么想，说不相信她吧，还没有，就是心里过不去 // 很好 // 嗯,你怎么想的？ // 你们感情怎么样？ // 心理不舒服 // 过不去 // 夫妻关系怎样
1.3,"男,专家好：我的婚姻出现了无法挽回的危机，夫妻之间没有任何可以修复的可能，但，女方就是不肯离婚，我现在该怎么办？谢谢",我今年37岁，,我可以帮助你分析，解决问题 // 点我头像，再点图文咨询，与你私聊好吗？ // 你的问题不是几句话就能说清楚的，电话沟通才能说清楚 // 看看我给你的留言 // 你可以咨询一下法律顾问。如果真像你说的那样已经没有挽回的余地。看看是否可以通过这个途径帮助你解决一些问题。 // 你的意见呢 // 婚姻法规定，离婚是自由的，并不是双方同意才能离婚 // 你的问题是什么呢 // 如果真的是你说的那样，是可以解决的 // 你可以起诉离婚 // 具体情况可以关注私信留言给我 // 你咨询目标是什么呢 // 帅哥 // 她不离婚，你为何一定要离婚呢？
