s1,beginning_description,following_from_self,following_from_others
1.3,我和我的老公结婚一年了 总是不断的争吵  他从来没有主动给我打过电话 发过信息    都是我主动     也从来不关心我    每天都抱着手机   我们俩沟通的机会很少   都是我找着跟他聊天  他从来不主动跟我说话     老师们你们说这样的男士我还有必要跟他走下去吗 尽管我很在乎他     我很爱她  他不关心我  不在乎我 这是我最接受不了的     我很想跟他离婚,嗯嗯,你不确认你们之间的感情是否还有必要 // 可以尝试着做些什么，迫使他主动 // 恋爱时你们是怎样的呢？ // 你告诉他你的感受了吗。 // 你爱他的时候，你爱自己了吗。 // 结婚是怎样呢？他不爱你还是 不会表达爱？ // 结婚之前是这样吗 // 你感觉被忽视？ // 你好，你好，，你好！ // 亲，他不在乎你就不会和你生活在一起了。
1.3,有什么办法让我婆婆同意我出去上班能说服我婆婆,我这个人也不怎么会说话也不会那样的去讨好别人 // 整天就因为这个问题我总是喜欢脑子胡思乱想 // 我是外地人不是她们这本地的她们这里有很多都跑了 // 还没有办结婚证 // 我该怎么办啊 // 要疯了的节奏 // 我没想跑 // 我很爱我老公,你要了解婆婆不让你出去的顾虑是什么？ // 你婆婆担心你工作了可能像别的媳妇希望？你要试图证实你不会这样 // 你想逃跑吗 // 婆婆不让你出去的主要原因是什么？
1.3,我总是觉得婆婆对我有意见，什么事都喜欢针对我,,恩.这个一下子不好回答你.你丈夫知道你的情况吗?他如何看待.确实是婆婆的问题还是你的问题?需要具体了解.可以付费咨询我. // 为什么这么觉得呢 // 是什么事情，她会针对你呢？ // 你们之间发生了什么样的矛盾呢？ // 婆婆的哪些做法让你觉得对你有意见呢 // 和老公关系怎样？婆婆和他儿子关系怎样？ // 你结婚几年，和婆婆一起生活吗？ // 婆媳关系多是因为你爱人没做好。
1.3,我和我老公经常吵架  我有委屈想和他说 一说 就发火,,这个事你和他说一说的时候，他会觉得你可能是在责怪，或者指责他？第一反应就是攻击你？ // 反而，你更委屈了？还是？ // 是不是你的方式有问题 // 点击我头像加关注选择图文咨询，退到一对一界面看我留言 // 通常因为什么而吵架呢？ // 男女思维是有差异的，我们要学会婚姻相处，有效沟通 // 你需要对自己的情绪负责任
1.3,跟他过了16年他一直防着我过日子，怎办办没安全感。,是再婚 // 这多年了，老了怎么办，房子钱都在他名下 // 什么话,你们之间有什么矛盾吗？ // 你们两个人都互相防着吧 // 你为什么不要求你自己的权利呢？ // 婚姻期间财产共享 // 我一句话就可以化解你的关念 // 想不想听我的一句话？ // 不想听，那么，点击我的头像，很短时间就可以把我的资料看完了，然后加关注我，然后可以选择我的诊断项目，然后就可以和我通话帮你诊断，和我对话才能对你有贴心的服务。不妨按我说的做一下之后再联系。我的网络名叫话疗者，在职高校心理咨询专业老师，在此做兼职。
1.3,自己一直没工作老婆压力大嫌弃我啦如何挽回妻子的心,实在睡不着 // 我不知道到底会不会帮助到我 // 如果能够成功挽回妻子的心我愿意事后给您报酬 // 可是我到底该怎么做才能挽回老婆的心啊！ // 李丽老师你不提收费咨询您真是有爱心的好老师 // 我在这里有难言之隐李丽老师 // 您能私下开导开导我么,工作去吧！ // 睡觉养足精神。伺候老婆。 // 付费咨询愿意么？ // 挽回老婆的心，只能是你自己。咨询师可以给你分析，提供思路 // 先不要别人帮你，而是先要有自己的事业，养家糊口是一个男人的责任，要想换回老婆，首要是承担这个责任。 // 先找工作吧 // 一个男人不工作，妻子嫌弃你是很正常的 // 努力找工作啊。 // 解除心结和内心的惧怕，担负起责任和个人的使命。具体咨询帮助你 // 为什么一直难参加工作？
1.3,我跟我老婆说不上3句话就要吵，经场与她争论一些小事,,长此以往，会影响夫妻感情的 // 看着小事可能会行为大感情！ // 小矛盾累积起来就是大问题 // 可能你们到了权利争夺期，这个时期是夫妻关系危险期。建议具体咨询 // 这得看得开 // 建议关注一下亲密之旅 // 我们可以从第二句话 开始学起 // 你在和谁学习吵架啊？ // 为鸡毛蒜皮的小事吵了，实际上是争夺婚姻中的主动权。我们可以看清楚问题的实质，改变自己用有效的沟通来缓解关系。我可以帮助你
1.3,"男,关于婚姻情感，两个人不和，脾气爆炒要死要活的！",我很想和她一起好好的生活 // 现在是她心里有问题，我们已经好久不在一起了，每当我和她谈的时候她就会很讨厌的样子，只会说出去，滚，去死，让我难以捉摸 // 我想请教各位专家大师能给我点思路让我去做，我什么方法都使过了没有用，我也叫家里的亲戚和她谈了也没有什么消果 // 可是我们都结婚了7年多了小孩两个了，为什么她会那样去做， // 在去年的时候我和她有过纠纷，那也不会這么就还不肯原谅我吧， // 好心人在哪里？我说的那么多也没个人理解我的心情了！ // 那你有没有看出什么名堂出来呢哥 // 那你说说让我怎么说能让你给我建议呢？ // 难道我说的不够详细吗？ // 此人是我 // 这个是我老婆 // 都在为钱去守候，没有为情去奋斗！我是一个很通情达理的人谁帮我我心里有数。不要和我谈钱，也许事情帮好我给可能高于你的数字 // 我出1万来帮我和我老婆和好，只要你有这个本事，能说服我老婆和我一起好好过日子，那钱不是问题 // 恩的 // 现在信息谈谈，随后我去接你一起详谈 // 你在哪，我们可以坐下来谈 // 谢谢 // 如果谁能给我家庭弄好，可以私下联系我1万为你准备好了/1****3李先生！晚安,新婚啊？ // 对比你是什么感受？ // 对此 // 时间已晚，建议电话咨询！ // 但我们就是很难彼此适应，是吗？ // 学会和她沟通 // 我在看 // 这样简单了解很难给出针对性建议 // 心理咨询需要全面了解讯息收集相关资料，然后制定咨询方案，系统解决问题 // 很帅很漂亮 // 不过我想你误会我的意思了 // 我能理解你现在的心情，你想急于解决问题，你现在为情所困，很痛苦，理解 // 我无法给你承诺，我现在尽心尽力回复你的问题，我没有收你一分钱 // 抱歉！ // 从你们的照片可以看出，你们过得不幸福，愁眉苦脸的，你们之间确实存在很多问题 // 婚姻问题，是两个人相处的问题。你们都不妥协，都以自我为中心，从争吵到冷战，从冷战到提出离婚，这个过程，也是心死的过程。 // 你们过多的寄希望于别人，都希望别人可以改变，来适应我。这是缘木求鱼，方向错了。 // 改变自己，从现在开始，积极主动的面对问题，不能急于求成，通过自己的改变，从而影响他人的改变，你们的婚姻就会改变 // 真正能帮你和老婆和好的，是你自己，自己直面自己的问题，勇于改变，宽容理解自己的老婆，给予老婆爱，咨询师可以帮助你，有效的完成这个改变。 // 在平台找个咨询师，和老师具体咨询你们的问题，改变自己，促进自己心里成长，你的问题会解决的。 // 建议两人都咨询下 // 找到情绪暴躁的症结所在，然后加以释放和疗愈背后的症结。以及改变习惯性的暴力沟通模式。并学习有效的沟通模式。 // 你的照片和你所用的头像判若两人。
1.3,我结婚3个月，老婆每天跟我吵架老是给别人透露我的隐私,因为这个我打了她 // 现在我们要离婚 // 我真不想这样做 // 可是我受不了她这样 // 他这个人说话嘴上就没把门的。 // 他是单亲家庭，从小母亲不在身边。 // 我整天在外面工作，我也给他讲过男人需要面子不能胡说八道。 // 他说你要面子你就跟面子去过。 // 她脾气不是一般的大,具体情况具体分析请选择心理咨询，不要一时冲动 // 是吵架在先还是透露在先，问过老婆为何这么做吗？ // 哦，那她是无意的了 // 老婆也很不容易哦 // 她可能不知道该如何和别人相处！ // 你和她沟通过自己的感受吗 // 愤怒情绪下很难有建设性沟通 // 如果需要深入的咨询，请点击关注私信留言给我，我会在第一时间给予回复，感谢信任！
1.3,老婆死心了。没离婚只是为俩个儿子。以前我做错了很多,我没钱 // 我真想挽回这段婚姻 // 如果婚姻挽回了，我愿付款给你 // 怎么医啊 // 请指教，送花给她说我假心心 // 回话吧 // 看来只能靠自己 // 那是，怎么样做啊 // 你还在不 // 我用什么去温暖她心啊 // 现在我真没什么钱啊,没离婚，还有机会 // 把她死了的心给医活了 // 冰冷的心给暖热了就会好的 // 她不会那么快相信您的真心的！ // 要她相信您真的改变了，应该需要一段时间的，请您不要着急 // 点击我的头像，关注，私聊婚姻电话咨询可以吗 // 在 // 私聊可以吗 // 有免费图文的，亲，我尽量帮助您吧
1.3,有人在吗？我孩子厌学谁能帮我，我不知道怎么跟他沟通,,你孩子多大了 // 电话咨询我能帮到你。 // 厌学一定有原因 // 厌学的问题实际上是亲子关系的问题。 欢迎您点我关注，约我电话咨询 // 孩子厌学和家庭的教育方式有很大的关系，家长需要做出改变，我很愿意帮助您，可以点击我的头像，电话交流。 // 最好一起做家庭治疗 // 电话才可以帮到你。约老师电话吧
1.3,"女,对老公没有信任，越来越没有安全感，感觉他不关心我",,你们结婚多长时间了？ // 对老公没有信任，你们之间发生了不舒服的事情吗？ 愿意具体说说吗？ // 你和老公的关系出现了问题，是吗？ // 信任的源泉来自你自己，不是对方 // 你多大了，结婚几年，你们发生什么事情了吗？ // 以前你们感情如何，信任感缺失从何时开始的？ // 你感觉他对你怎样啊。 // 你可以具体说说，在对你们关系初步评估后，帮你确定咨询目标，进行咨询 // 你可以具体说说，在对你们关系初步评估后，帮你确定咨询目标，进行咨询 // 可以多谈一些。 // 我可以帮助您，请点击我的头像，关注，进行私聊，或者电话咨询
1.3,"女,发现老公出轨，做妻子的应该怎么做，婚姻要不要维持",,你是怎么看待这个事情的，亲 // 目前要看你们双方的态度……如果需要深入咨询，请点击关注留言给我。 // 发现爱人出轨，你内心的感受如何？有没有对爱人出轨的事，进行过有效沟通？你们夫妻平日关系如何？ // 你想过，老公为什么出轨吗？ // 婚姻要不要维持，要对你们的婚姻现状，做详细地了解和认真的分析，才能够给你方向性的指导 // 建议你点击我头像，私聊来有效地帮助你解决目前的困了好吧 // 就范范的表达观点来说：留，信任是第一，不但过后不再提，还要把以前的记忆清零，健忘一些，这是留要做的功课。如果，做不到，下半身都处在疑神疑鬼当中，是会害人害己的，早分开或许更适合。详谈请点我，期待与您结缘 // 下半生 // 是不是很难放下。 // 遇到这样的事极其矛盾，继续，忘不掉过去，结束吧，考虑到多方面客观原因，不想把事情搞大。如果还相爱，就试着去原谅吧 // 处理婚外情  要讲究一些策略
1.3,我们结婚5年啦，没有孩子，老公提出要离婚，说我天天吵,因为钱，还有孩子的问题，就是我的脾气不好爱吵架，他说受不了我啦,你是怎么吵架的？ // 矛盾主要在那些方面？ // 伤害了老公的心❤？ // 解决你的问题需要详细了解情况，分析原因，不是几句话就能说清楚的。点我头像，点图文咨询，与你私聊好吗？ // 你对他的这个要求什么感受呢？ // 你如何看待自己的脾气呢？ // 面对老公要和你离婚，你心里边怎么想?是想走出婚姻?还是想在婚内解决你们的问题，挽救婚姻呢？ // 美女，对当前的夫妻关系你满意吗？想没想做一下调整，让感情重回亲密？ // 如果是我们还有不完善的地方，那么就好好把自己先完善好，让自己更有魅力和更具吸引力。自己好了，关系也就好了
1.3,和老公经常吵架，老公脾气很暴躁，很急，什么事都怪我，,一句话不对就爱吵 // 一句话不对就爱吵 // 二十二了 // 脾气很急，他 // 想离婚了 // 可是有个宝宝 // 就这样可以吗？ // 有时他有时我， // 只是想你帮我出出主意， // 这样的情况我该怎么办 // 怎么那么多人 // 哎， // 这样过我很累， // 不用了谢谢你们了， // 再见,"因为什么吵架？ // 多大年龄？ // 多大年龄？ // 不会沟通 // 不会沟通 // 你的问题我可以帮助你分析，解决 // 你愿意付费咨询吗？电话沟通方便 // 通常，谁主动发脾气啊。 // 尊重老师的劳动 // 感情问题较复杂，不是几句话就能说清楚的，需要时间较长，建议付费咨询 // 点我头像，点图文咨询，给你留言了 // 亲爱的，  老公那样的确有他自身存在的问题。  但我们会被老公的问题  ""勾引""的不舒服，这个是需要我们成长的地方。 我可以帮助您。 // 欢迎您点我关注，需要时约我电话咨询。我们一起成长 // 在婚姻关系中，我们常常是我迈出了50步，也希望你同样迈出这么多。 // 你们结婚几年了？有孩子吗？ // 美女 // 从你的文字，我看到了控制 // 晚安！ // 有很多东西是金钱没法买到的，这就是为什么要拥有一位专业的婚恋情感私人顾问。"
1.3,怎么样才能让一个人死心踏地的爱你，婆媳怎样才能接触好,,这个问题很大的，亲，能具体些吗 // 世上本来就没有捷径，你要么通过自己数年的不懈的努力学习实践方式来成长，要么通过做数次咨询指导的方式来帮助成长。 // 你要有足够d魅力。你有吗？
1.3,因为我家庭的原因我心理觉得有好多苦我都不知道怎么说出来,谢谢 // 我现在觉得我心理很不平衡 // 我现在觉得我心理很不平衡,欢迎加我关注，详谈。 // 进行心理疏导吧，亲 // 你愿意具体多说吗 // 性格确实是在家庭中形成的 // 这个可以通过心理疏导得到缓解 // 你的苦，愿意聊聊吗 // 可以多谈一些。 // 具体是怎样的情况呢？ // 你之所以不平衡，是因为你心里有苦。   每个人心里都会有不同的苦 // 因为在我们还是孩子的时候，还没有能力保护自己的时候，会不可避免的经历一些创伤 // 经历一些苦难 。  欢迎你点我关注，需要时约我电话咨询。我们一起成长 // 我可以帮助您，请点击我的头像，关注，进行私聊，或者电话咨询
1.3,我老公心已经在小三那里了？我该如何，是真正的要离婚吗？,我和他相识相爱足足十年， // 结婚四年,具体要看情况 // 电话咨询，帮助您分析情况，制订应对策略。 // 为什么会出轨呢？ // 结婚几年？ // 我很愿意帮助您解决婚姻危机，如需要更多帮助，请点击关注，私信给我！ // 抓紧咨询吧，也许可以解除危机 // 亲，你们的关系怎么样 // 美女，你们以前感情如何，发生什么矛盾了吗？ // 不要离，我跟你情况一样，现在我把我老公拉回头了！他自己也想清楚了！是他自己的错 // 十年的感情难道不能击败一夜的诱惑？如果还有感情，动动脑筋，把他心拉回来
1.3,一直以为父亲是无所不能的，但是到我长大后才发现他真的很不容易,,理解就好 // 你成熟了。 // 这是长大了 // 责任是传递，养育和反哺是生命的延续。 // 你感叹父亲是因为自己有无能为力的事情么 // 你开始有责任感了。 // 你说的对，所有父母都在他们的情景下，为孩子做了最好的努力。
1.3,你好，可以咨询一下吗？关于家庭一些琐事！你们这里咨询收费吗？,可以咨询我的家庭情况吗？ // 哪里有不收费的 // 公共问答有哪些人看见 // 可以帮帮我找一个不收费的吗？ // 随便百度的人都可以看到 // 是吗？,收费的，可以私聊具体说说你的苦恼 // 可以，你说 // 公共问答不收费 // 公屏不收费，你可以说说你的具体情况吗？ // 心理咨询不收费的一般是实习的比较多，经验不足不能很好调节问题 // 想看的人就能看到 // 那不太清楚 // 恐怕只有学校里面面对学生心理 咨询是不收费的！ // 你现在发在这里就是整个网站的人都可以看到的，这是免费的 // 但只有学生才有资格享受免费的！ // 心理咨询是心理咨询师的工作，心理咨询师用专业能力为你工作，你怎么可能要求咨询师给你免费工作呢，只有学校这样非营利性组织才有免费的，那是因为人家有固定收入，其实一样不是免费的，只是组织机构帮忙付了费用而已 // 你的问题不严重，本事可能也没什么价值是吗？不值得付费咨询治疗吗？ // 世上本来就没有免费的午餐没有捷径，你要么通过自己数年的不懈的努力学习实践方式来成长，要么通过做数次咨询指导的方式来帮助成长。
1.3,我现在有点控制不住自己的情绪，很易怒，特别是家人，越亲密越……,我32，大概有2，3个月了。并且严重影响到夫妻感情了,"点头像关注我,一对一交流 // 你多大了，这样多久了？ // 最近有什么心事或压力 // 世上本来就没有捷径，你要么通过自己数年的不懈的努力学习实践方式来成长，要么通过做数次咨询指导的方式来帮助成长。 // 是的，我们很容易把最坏的脾气留给最亲的人。 // 能够理解你的心情。你能选择来这里求助，就非常的不简单。咨询是一个过程，我需要了解更多的情况，才能帮你分析解决问题。我帮助过很多和你一样困扰的人，相信也可以帮到你。可以多说一些你的情况吗？ // 能够理解你的心情。你能选择来这里求助，就非常的不简单。咨询是一个过程，我需要了解更多的情况，才能帮你分析解决问题。我帮助过很多和你一样困扰的人，相信也可以帮到你。可以多说一些你的情况吗？ // 能够理解你的心情。你能选择来这里求助，就非常的不简单。咨询是一个过程，我需要了解更多的情况，才能帮你分析解决问题。我帮助过很多和你一样困扰的人，相信也可以帮到你。可以多说一些你的情况吗？"
1.3,"女,28岁,面对老公多次说谎和花心，怎么办，最重要是我们有孩子了6岁了",出轨也有了,得知爱人的花心说谎，你是如何处理的？ // 如果你不知道怎么办？至少也要知道自己想要什么？为了想要的可以做些什么？你的幸福不是谁能给你的，不是谁能算出来，而是你自己亲手播种出来了！你目前的每一个决定都影响着未来，正因为你现在看不到美好的未来，你才需要相信，相信你可以赢得美好的未来，并需要为之而持之以恒地去努力，还需要讲究方式方法，讲究策略技巧，才能事半功倍！如果需要婚恋情感策略指导，请及时加关注私信留言给我，我会在第一时间给予您回复！ // 撒谎花心，的意思是他出轨外遇了吗？ // 老公为何会撒谎和花心呢？ // 如果需要更多的解答，请点击关注并且私信留言给我，我会在第一时间给予回复，感谢信任！
1.3,老公动不动就发火打人这次又是我现在回娘家了有个八岁孩子该不该离婚,一直都这样我有点受不了了 // 比如说我和女同事去逛街叫他去他要是不去我 // 比如说我和女同事去逛街叫他他不去我要是去了他就会生气然后找茬打架 // 可我自己没什么脾气也没什么事不知道他哪来那么多事我要不要离开他呀 // 有能回答我的吗 // 要怎么改变啊 // 能说一下吗,老公脾气不好是吗，他这样有多久了 // 从你的描述看，你老公对你是有家暴行为的。 // 为什么会有家暴，我们该如何去应对，我可以帮你作出解析，指导你如何避免更大的伤害。 // 一直都有，是因为什么呢？ // 你如何面对他的这种行为 // 我们无法直接改变对方，只能改善完善自己，影响对方，良性互动。你感觉自己情绪，是不是很稳定平和呢？ // 家暴如果不切实有力度处理，是很难改掉。改变自己吧。 // 建议你具体咨询 // 通过心理咨询来让自己避免成为受虐者 // 美女，你们缺乏有效沟通
1.3,从小到大做错太多错事，不顾家人的感受，现在他们厌倦了我，该怎么办？,二十二 // 二十二 // 我感受到他们冷落了我，为了钱他们突然间对我好，没钱的时候就不帮我了 // 太多了，数不完 // 是的，说得没错，我的确有缺少沟通的功能 // 是的，说得没错，我的确有缺少沟通的功能 // 我觉得跟所有人相处不来该如何是好 // 你们说是因为我很少沟通所以我家人才会这样对我吗？ // 为何所有人看不起我,您对到了，您对自己是怎么看的呢？ // 您多大了 // 您对自己是怎样看的呢？ // 您是不是让他们，伤心了，然后厌倦的呢 // 有条件的爱，你觉得伤了你 // 现在改过就不晚。 // 你做什么，让他们失望了 // 你心里很难过是吗 // 你的家人用钱衡量你，这是你的感受吗 // 你做了哪些错事？ // 你和家人之间是否缺少沟通和理解呢？ // 我很愿意帮助您如何与人相处，可以和我电话交流 // 需要了解您的详细情况
1.3,父母不和，工作不顺，没有恋人，我感觉自己真的无能为力了，很累很累。,恩 // 我都有一种想自杀的冲动，我想说出来，一了白了,你感觉生活有很大压力是吗 // 逆境中是顺从沉沦放手，还是决定反击，努力抗争，你的态度决定事物的发展转归，点我1关注，电话咨询，你缺少一点抗衡命运的勇气和技巧，我可以帮你。 // 你还年轻，恋人，以后会有的，怎么会那么悲观呢？
1.3,"女,老是对孩子发脾气，一生气就会大嗓门，有时还会打孩子，事后又会心疼",,也好，从你的描述看，我们对孩子有比较高的要求，还是不合我们的心意就会激怒我们，我们自己知道这种方式不合适，我们想要学会科学合理的方式来教养孩子吗 // 我们内心有太多的焦虑，容易被孩子的形为挑起。 // 这样多久了，感觉你压力好大，情绪不稳，孩子淘气不乖，可以试试别的管教方式，能说说你的夫妻关系如何吗？ // 发泄情绪的渠道有问题。需要咨询调整。 // 你还 // 没有排除自己的 // 坏情绪部分 // 或者是借着孩子对你的另一半不满 // 你和老公的关系如何？ // 如何 ？ // 如何 // 我猜测 可能你和老公的关系 不太好。 欢迎您点我关注，需要时约我电话咨询 // 孩子有多大了?要深入了解发脾气后面的深层原因
1.3,婚姻已经到了无法挽救的地步是否还可以挽回。妻子有十头牛也拉不回的想法,,能体会到你很希望挽回婚姻 // 主要要解决什么问题呢？ // 你可以面对自己的生活吗？ // 咨询师是11的。头牛。有力量。。。。
1.3,离异后再婚该不该再生孩子，希望专家能帮帮我，孕期情绪不好，一点不开心,我很纠结要不要这个孩子，因为已经五个月了，而且我特别舍不得我的儿子，对现目前这段婚姻也没有把握能过好 // 我害怕付出，我也不想付出了,根据你提供的情况来看，好像生不生孩子并不是关键，而是你目前的情绪状态不是太好，是这样吗？ // 你似乎没有做好准备，而且有很多的不确定性 // 孩子都成形了 // 你需要先处理好自己的情绪，才能正确决策 // 理性决策 // 我不建议你在心里不舒服的情况做决定 // 欢迎您点我关注，约我电话咨询，我们一起看看怎么解决 // 再婚家庭面临很大的问题，一个是新人的问题，再一个是付出怕得不到报偿的问题，还有婚姻之中各种相处的问题等。我可以帮你深度的解析。 // 心里面还有很多很多的顾虑。现在这些所有的顾虑都集中在，即将成为现实的事件选择上了。内心曾经的伤害依旧未修复。我们内心真正想要选择的并不是，生不生这个孩子。而是曾经的感情该何去何从。无论过去，是什么样的。无论他在你的内心情感。是伤害，是幸福。那都是你曾经感情的模样。好好的处理一下过去的情感纠葛。莫让这个孩子成为了那段感情的祭品。 // 需要的时候可以点击我的头像加一个关注，购买我的服务。 // 你现在自信心不足，对婚姻对自己不够自信，不过你儿子和这个孩子没有根本性冲突，你需要好好调整一下自己的情绪，乐观的面对生活。 // 是不是目前婚姻不稳定导致你害怕要孩子 // 建议你及时心理咨询，把心理的纠结处理掉，避免影响自己和孩子的身心健康 // 如果这段婚姻走不下去，生下的孩子，怎么办 // 如果这段婚姻走不下去，生下的孩子，怎么办 // 具体情况具体分析。说说看。 // 非常理解你的纠结。情绪不好的时候不要做决定。先处理好情绪，再看看如何决定。希望能帮你调节和舒缓情绪
1.3,我儿子和他妈妈像仇人一样，一发脾气就想打她，是不是精神上有什么问题？,他十四岁，三年了没有叫一声妈，怎样才能让他俩和好 // 小时候他妈打过他一次，那么小有那么记仇吗 // 母亲对他很好，他就是不接受 // 他说不要妈了,是亲子关系有问题 // 他们母子之间发生过什么事情了，关系会这样呢？ // 不只是打过一次，孩子母亲对孩子的态度也很重要。 // 难道妈妈打过一次孩子就会这样吗？平时妈妈对孩子怎样呢？ // 很可能我们给孩子的不是孩子想要的。 // 孩子怎么说呢？ // 那次的事情挑战了孩子尊严是吗？ // 孩子在青春期，比较逆反，可以好好和他沟通一下，他的态度肯定是有原因的，你好好探究一下。 // 任何行为背后肯定都是有一定的心理原因的。 // 加上孩子内心比较敏感脆弱，伤害了孩子自尊有可能就会造成这样严重的后果。 // 是亲生关系吗 // 你的话的背后好像还有没有说完的事 // 点击我的头像加关注，看看我的资料，选择和我对话，才能够对你产生更深入的帮助。 // 家庭教育导致的。 // 母子关系很紧张，孩子小时候是妈妈带大的吗
1.3,老师们好！现在的孩子为什么都这么难教？，又不爱学习，大人的话也不听？,14、5岁 // 怎么引导呢？ // 怎么引导呢？,孩子多大了 // 孩子青春期，以引导为主 // 孩子更多的是，从父母的行为和情绪中学习，不是语言 // 你愿意付费咨询吗？我们电话咨询吧 // 还是问题，病根儿在家长身上。需要从家庭关系，以及家庭教育模式上来，分析一下。 // 孩子问题 // 说曹操 曹操到 // 孩子行为习惯的塑造非常重要，作为家长除了管教之外，要和孩子同步学习，同步成长，所以有时在埋怨孩子不学习的时候要问一下，平时你看书了吗？ // 家长你好，不听话意味着孩子在成长他已经长大了， // 试着听听孩子的看法， // 十四五岁的孩子，大人开始不听，这是孩子从孩子过渡到成人的一个必经阶段。如果我还用以前的方法来教育孩子，势必会造成亲子关系的紧张。我们该改变教养方式了。 // 父母好好学习，孩子才能天天向上 // 一边电话咨询修正孩子行为习惯，一边改善自身亲子教育理念，同时加强对孩子的沟通理解，多措并举，解决孩子青春期教育问题。 // 关系重于教育，先和孩子搞好关系，他才可能听从大人教育。欢迎您点我关注，约我电话咨询。 // 我前天刚接一位母亲因为孩子问题的咨询，当进入到内心深层，她看到的是自己早年时被妈妈打骂后的凄凉感，她无意识把过去自己和妈妈的关系，转移到了和孩子的关系上，她也用打骂方式教育孩子，所以孩子虽然知道自己有时做错了，但他由于感觉自己自尊心很受伤，而很讨厌妈妈，因此与妈妈关系紧张 // 你是孩子的什么人？
1.3,我受过极度严重的童年阴影，我想告我爸，让他坐牢，我这辈子 就是被他毁的,这是真正有帮助的平台么,能问问你多大了吗 // 你们之间为什么有那么大的仇恨呢，亲？ // 这里都是真正的专家，可以帮助您的！ // 有人吗？ // 童年的不幸，对人确实有影响。但人有强大的自我成长功能，你现在是可以改变的 // 愿意通过咨询，处理自己童年的阴影，走出来吗 // 具体介绍情况，或者点击关注，私聊。
1.3,"男,我打老婆的毛病怎么改，有救吗，我应该得到什么样的惩罚，再谈得到惩罚",我以前不知道，我现在知道了，,爱是动力，让人做事的动力来源。你爱自己，你爱妻子吗？ // 你会 // 是可以改的，首先学会控制情绪，其次，调整不合理的认知。你没有权利替别人做决定，人和人之间是平等的，你更没有权利让别人服从你。 // 打老婆背后的，心理原因是什么？通过深层的心理分析，你会改变的 // 你会改变的。 // 打人是习得性的，如果你真要改，是可以经过心理咨询而改变的。 // 当然根源在于你的内心需要化解过去的仇恨，让心底释放你应有的慈悲心。如此才能真正改变 // 惩罚和后悔都比如改变 // 你需要情绪管控和行为塑造，来降低你的控制欲望，改变你实现自己内心交流与诉求的方式，换一种积极平和有效的方法完成心理沟通。 // 为什么要打老婆呢？当你要动手的时候是什么心理呢？是想显示自己的强大，还是想让对方屈服于自己呢？ // 有时候只是某个情景触动了你打人的自动化模式，惩罚你也是另一种形式的强化，还是咨询调整你的状态更好一些 // 家庭暴力有多种原因形成，我们需要探究一下内在真正的需求是什么 // 好像你对老婆有种内疚的感觉
1.3,"男,初一男孩突然不想上学，说听不懂，没信心，我请家教也不要，不肯走出去",昨天没去上学，今天也不肯去 // 成绩一般，不是特差，,不去上学有多长时间了 // 他小学阶段怎样？ // 与孩子聊过了吗？点击我的头像私聊。 // 最近在学校发生什么事了？ // 这个问题建议从家庭糸统的角度进行调整。孩子的状况也许反映出了整个家庭系统的某些状态，建议直接电话咨询。 // 孩子不上学，有多方面原因，包括孩子自身原因，父母教育的原因，遭遇不良生活事件等等，建议付费咨询，电话沟通方便。 // 孩子不上学有多方面原因，建议付费咨询，通过电话详谈。给你留言了 // 靠文字很难说清楚的 // 他在学校人际关系如何？ // 需要咨询 // 家长先介接受咨询辅导。学习和孩子相处辅导的方法。 // 家长先介接受咨询辅导。学习和孩子相处辅导的方法。
1.3,请问我老婆认识了一个异性朋友，她觉得她很理解女人，我该怎么和他相处了.,现在很紧张 // 七年 // 现在理解了，因为经历了 // 我老婆只是想和他做个红颜知己而已，应该怎么和这个男的相处,你在担忧什么？你们夫妻关系如何？ // 结婚几年了？ // 七年之痒 // 注意婚姻保鲜 // 点我头像，点图文咨询，给你留言了 // 七年之痒？ // 请问你理解女人吗？ // 自然相处 // 她说那个人理解女人，是因为你没有理解她造成的。 // 如果需要深入的咨询，请点击关注私信留言给我，我会在第一时间给予回复，感谢信任！ // 那么你理解了之后，做了一些什么对于你们之间会不关系有帮助的事情？ // 恢复关系有帮助的事情。 // 七年之痒，你们现在的婚姻应该确实需要一些调整了。 // 七年之痒，你们现在的婚姻应该确实需要一些调整了。 // 重复旧的模式只会得到旧的结果。如果你愿意可以预约我的咨询，帮助你更深入的分析和帮助你提升沟通的能力。 // 你能具体说说吗 // 妻子找了一个异性朋友 让你觉得怎么了
1.3,我小孩在学校和同学关系不好，遇到事总想借助外力解决，请问我该怎样开导他,十四岁，只要同学欺负他，他就找已经不读书的哥哥去帮助他 // 希望各位老师帮分析下，拜托了,家长经常给他出主意，还是不断启发他自己想更好的办法呢？ // 孩子多大 // 他怎么借助外力呢 // 你是希望他自己更独立吗 // 你希望他怎样
