s1,beginning_description,following_from_self,following_from_others
1.3,和老婆吵架冷战。我进厨房，她就说不要帮她煮饭，我煮的饭也没留你的份量。我是该自己煮自己吃吗？,该煮还是不该煮 // 父母孩子 // 会不会太唯唯诺诺了 // 她干过出来 // 煮饭没煮我的份，我煮了她那份，她当我妈面前倒了,为什么吵架呢 // 给你留言了 // 谁煮饭不重要，重要的事你们为什么争吵 // 如果看不到留言，退出软件，再重新登录就可以看到留言了。 // 这样下去会越来感情学不好，建议和我聊聊，我来帮你 // 给你留言了 // 女人有的时候说的是气话。 // 说做饭没你的份 是气话吧 // 你不要和女人太较真 // 她说那样的话是在赌气呢！ // 这时候几句话好话就可以解决问题了 你 非要搞僵吗 // 你如果只煮自己的饭自己吃。她会觉得你也在跟他赌气。 // 两个孩子过家家，都需要长大 // 选择一位老师详细咨询吧 // 感觉你挺困惑的
1.3,"男,我老婆因为我们吵架离家出走后跟别人睡了一天，我发现了但是我们有一对可爱的孩子，不知道怎么办",嗯 // 谈过 // 我不知道如何面对自己以后的生活 // 她说了会改，我们还是很相爱 // 我想要好好跟她生活，可是心理上总是会想起，会纠结过去，不知道怎么做,很理解你 // 你感觉很受伤是吗 // 和你老婆交流过这件事吗 // 你老婆什么太多 // 很愿意帮你 // 点击我头像关注我私聊详情，给你留言了
1.3,女 爸妈经常吵架，经常妈妈被起走妈妈就想死，爸和妈吵完，爸就和我吵，要把我念出去，该怎么办？？,怎么办 // 是的,那应该很委屈的 // 美女 // 你想做些什么呢 // 深感你的无助？
1.3,"女,我爸爸有了小三，而我妈很信任我爸爸。我会对我妈妈保密。我应该去和我爸爸谈谈还是找小三说理？",是小三聊天记录明确 // 我偷看了我爸爸手机知道的 // 我应该选择沉默无视吗,你怎么知道是小三？ // 也许只是你爸的蓝颜知己呢？ // 找你爸爸谈。小三你是找不完的 只有你爸彻底明白错误了 才能解决事情根本
1.3,女 老公已经变了心，还能和好吗？我也心凉，可为了家里两个孩子，我还希望他能好好的沟通，好好过！,因为婆婆，他是知道婆婆的行为的，也一直说她怎么怎么了不好。现在又突然间与我反脸，把所有事推我身上，不容我辩解，经常吵我吼我，离家出走，感觉他有问题？ // 情绪障碍的他该如果消除？,有可能，看具体 // 能说下你们的具体情况么？ // 发生什么了呢？ // 他怎么变心了？ // 老公为何变心呢 // 做了些什么事？ // 美女 // 只要他没有主动坚决提离婚，尽力拉回他的心。 // 你们夫妻先要冷静一下，然后好好谈谈 // 沟通的话，需要两个人都有冷静的心才行。 // 欢迎点我的头像，电话咨询，详细深入的交流你的问题，会尽心帮助你，祝好！ // 很理解你的心情 // 这需要详细了解，点击我头像私聊详情好吗 // 美女，可以帮你 // 美女，可以电话咨询，做婚姻修复挽回 // 无论家庭矛盾原因是什么，您需要面对现实的去分析处理，多考虑一些自己的不足才能解决问题，抱怨指责他更不愿意听了。
1.3,男 刚结婚不久，但是跟我老婆特别爱吵架，我老婆经常对我动手，在我忍不住的时候有时也还手，怎么办,老师，你好 // 谢谢,已留言 // 控制情绪 // 能怎么办，这是双方的问题。一个巴掌拍不响。 // 对自己很重要的问题，最好选择正式咨询进行系统解决。点击头像可进入预约页面。 // 你需要学习怎样经营婚姻 // 你需要了解你自己和你老婆的心理需求 // 如需要详细咨询可以点我头像 // 微笑] // 学会沟通 // 逮着很揍她一顿，一次揍毕业她！
1.3,女 我离婚了，现在是问题是女儿读初三，不知是因为压力大还是想家，说是想回家复习，不想在学校了。,想找专家问问，她这是怎么了？ // 我真不知怎么安慰她了。 // 13年 // 是的异地上学，而且学习压力很大，平时成绩在年级前五名，现在是十多名了。 // 我也不知她困惑的问题是什么，她也不跟我讲。去看她见到我就哭，打电话也哭。 // 各位好,孩子确实会有很大压力 // 何时离婚的？ // 孩子异地上学吗？ // 这个时候安慰或许不如理解更有效。 // 她需要心理疏导，可以就近给她找咨询师，开导她 // 孩子需要关爱
1.3,女 我老公是离异的，他带个女儿，和我感情不错，最近女儿的亲妈来看孩子挺勤，我心里不舒服该怎么办,,需要调节自己。 // 看你是因为什么不舒服？担忧什么 // 她看女儿也正常。你现在是正主，不用太担心，自己不舒服就自己调整，切记不要对自己老公发脾气 // 你应该有如下心境……叫孩子妈妈多看孩子…… // 这是孩子成长需要的！ // 既然接受了他，就要接受他的关系 // 也是我们成人的态度… // 您是在担心什么吗？ // 微笑] // 需要重新调整一下心态 // 美女
1.3,"女,21岁,我不想活着 活着很麻烦 家庭离异 父母双方都有人照顾 我不想结婚不想有后代 只想结束自己的生命",我觉得我16岁就已经想通了父母离异的事情 // 从想通以后 很多事一下都想通了 越来越想结束生活 // 结束一切 我觉得我是个无用的人 有一身技艺 什么都会做 可慢慢的什么都不想做了 只想如果可以 我现在可以死掉 我会很开心 // 甚至想 安乐死也好 只要 不用过这漫长人生 // 想通或者糊涂 或许没有一个定义 // 我只想 对我来说 难以想象的事情都变得顺理成章 // 如果我死了 我的父母 只会悲伤一阵子 那我 想死了 // 其实我不悲观 很多朋友都叫我正能量小公举 但排除了别人 我对自己 就怎样都可以了,好像父母离异对你打击很大。 // 我也想死。一起吧 // 你真的想通了吗？ // 不要忧伤不要烦恼，多想想开心的事情啊 // 别想不开
1.3,"女,24岁,老师,您好！我结婚一年多，孩子9个月。老公家暴！我觉得我对未来的生活失去了信心，该怎么办？",我和女同学一起玩儿！喝多了酒，12点过回家 // 我知道我也有做得不对！ // 老公的性格很火爆急躁！ // 我害怕以后他还会这样对我，对未来生活失去了信心！ // 但是我又不想离婚，孩子太小了 // 现在很矛盾，想听听专家的意见,为什么家暴呢？ // 美女 // 因为什么吵架动手？ // 很多问题需要详细了解， // 你希望帮你什么 // 家暴会形成习惯 // 报警 // 只是这么点的小事，家暴成这么厉害。 // 你未来很可能就如坐针毡了 // 不想离婚和离婚之间其实你只能有一个选项。也就是不管如何选择，你都必须放弃一些什么。
1.3,男 我老婆是因为我和她的哥哥发生冲突，老婆和我离婚，夫妻之间没有多大的障碍，请问她的心里是怎样？,是她哥不愿意调解,哦 // 先做夫妻沟通 // 她夹在中间很难处 // 你和他哥哥冲突不可以和解吗 // 你老婆老是因为你和她的哥哥起冲突怎样理解呢？ // 帅哥 // 是她和她哥哥起冲突，还是你和她哥哥起冲突？ // 爱屋及乌，这样你老婆很为难，你们的矛盾需要做一些调整。 // 为什么和她哥哥冲突呢？ // 是怎样的冲突呢？ // 经营婚姻情感是一门学问，需要用心也需要智慧，否则容易出现各种矛盾和问题。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询，以便我们更好的帮您。
1.3,男 新婚，无缘无故老婆经常凌晨四点左右起来换屋睡，而且是特小心怕我发现，最近总发脾气无理取闹那种,沟通过 // 她什么也不说30 // 发现了一次她什么也不说 // 改天吧把您网号告诉我,与她沟通过吗？ // 你多大年龄？ // 沟通结果？ // 购买一个服务，电话沟通好吗？ // 老师需要详细了解情况 // 电话沟通才能说清楚 // 帅哥
1.3,男 老婆玩手机微信和男生聊天，还带私聊，删都删不掉，删了又加，夫妻之间老爱吵架，夫妻生活也不好。,心里急,购买一个服务，电话沟通好吗？ // 点我头像，再点图文咨询，与你私聊 // 结婚多久了 // 我老公也是一个样 // 你们双方都有问题的，需要建立有效沟通的。否则同床异梦…
1.3,女 婆婆来看孩子，看看就走了，过段时间又来了，还看找茬，现在我们自己看，她歇了半年又要来，怎么办,特别事多，洁癖，挑剔，势利的人，客观上讲 // 不喜欢 // 她来了，矛盾就来了， // 因为她，好几次夫妻离婚 // 她总找亲戚来游说，让她来 // 心烦了，累了又找茬，让亲戚给借走， // 总这么反复， // 我们孩子很快就可以上学了， // 谢谢你 // 为什么？ // 孩子爸爸优柔寡断，给婆婆希望 // 嗯， // 孩子也不找她，她总跑来跑去 // 谢谢朱老师！,你是不喜欢她来老孩子？ // 婆媳关系处理，一对一咨询可以提供策略支持。 // 能不能阻止不让来 // 此类问题主要看自己能做什么不能做什么，然后在能做的层面预防。 // 尽量减少对孩子的不利影响。 // 果断拒绝 // 比如，你可以加强对孩子的教育，让孩子更加连接你，从而弱化婆婆对孩子的影响。 // 在自己可以做到的层面努力！
1.3,"女,为什么我每次看小孩做任何事情都不满意呢！老是很啰嗦，小孩都嫌我烦，我自己也都烦了！但就是想说",是心理有问题吗,你的情绪需要好好调整下 // 你是不接纳自己的缺点，先改变自己吧，孩子才能快乐
1.3,男 感觉父母特别烦，总是不相信我，一会晴天一会雨又让我很反感。看着别人和别人的父母闹，我都很想哭。,我做什么都没有用，总觉得我是错的 // 怎么改变现状 // 不是，他们老是不信我 // 怎么办 // 没有，就算我说的对他们也就是不说话了 // 现在的情况是一见面几句不和就吵 // 不,请问你多大年纪呢 // 有没有思考过做些什么才有可能让他们相信呢？ // 孩子理解你的心情 // 你希望帮你什么呢 // 你想改变父母？ // 帅哥 // 因为什么不信你呢？ // 有例外么？ // 你多大？ // 默认嘛 // 为什么对怀疑你乐此不疲？ // 所以，如果无法改变父母，不如尽量求同存异。 // 他们吵么？
1.3,"男,我和老婆结婚一年了没次都和她吵吵闹闹 闹得要离婚 可以我心里在乎她不想离婚  我也不知道自己该怎么办",每次吵完  过几天就说要离婚 // 有时候真想离 // 哦 // 每次吵完架  每次还要想办法 不让她生气 // 感觉心里空空  有时会感觉愤怒 // 恩,其实是你太爱她了，所以和她吵 // 这个时候就是找原因的时候。正好咨询可以帮你。看是否哪里有误区。调整就好了。 // 可以电话咨询。。 // 我建议你先来了解自己，看看自己为什么总是对方吵闹呢。  有可能是你早年的时候和妈妈的关系中有很多愤怒和心理冲突没有得到处理 // 离婚解决不了你们的问题 // 欢迎您方便时约我电话咨询讨论 // 你既不想离婚，有时有真想离？ // 建议你选择一位老师，详细咨询。 // 你们可以改变交流模式，进行有效沟通 // 有需要我的帮助，可以直接电话给我！
1.3,男 我的儿子心里老是对我们很气大，还说我们为什么把他生出来，从来不叫我们，他心里有什么问题，能冶吗？,,孩子多大了，他对现实生活不是很满意，是吗 // 孩子多大了，他之所以这样有什么原因吗？ // 孩子多大？你们的教育方式是什么样子的？
1.3,女 我怨恨很深，尤其是对我老公我经常会自言自语的骂他，会和他吵架，特别是月经将来临前十就会和他吵架，,肯定想了，因为我以前就不是这样的 // 我觉得自己像神经病了，我还有治吗,你想要改变吗 // 结婚多久了，为什么怨恨？ // 对他的不满已经深深的扎根在你的内心 // 积压太多负性情绪了，把老公当作安全的宣泄对象 // 也可以帮你我 // 给你留言了，我可以帮你 // 我可以帮你 // 愿意和我私聊吗？可点击我头像，点击图文咨询 // 过去积压了很多情绪 可以具体咨询来疏导 // 前十天就暴躁，脾气确实很不稳定了 // 你有孩子吗？ // 结婚几年了？ // 退到一对一界面看我给你的留言 // 你想咨询吗
1.3,女 我是一名在校学生，爸妈即将离婚，原因是爸爸出轨，他说自己很烦这段婚姻。我该如何面对他，面对这件事,没懂 // 最近几天满脑子都是这事 // 我很怨爸爸，有种想跟他断联系的想法 // 我20岁 // 在上大学 // 爸爸说和我妈待着累，所有才去找别人的 // 嗯，老师好,历史就让“后人“（后来的自己）来评价吧！ // 过好你自己 // 你是什么感受呢？ // 几岁？ // 做好调节，老是怎么方式出轨，不是所有的出轨都不可原谅…
1.3,女 总是生闷气  一点小事就觉得身边的人不在乎自己  家里的事总是推在我身上  心里总是难受想哭  觉得死了最好,我13年4月结婚 同年12.26生下我的儿子 对于他的到来 我很开心  可是老公总是嘴上说爱孩子 从来没给孩子做过什么 就连换尿布他都觉得脏 // 我心里不舒服   婚前说现在条件不好  不能给买什么  婚后我把自己的钱拿给他还债  慢慢债还清了 有了点积蓄 我想把婚戒补上 他不同意 我想给孩子买保险 他不同意  最终他给自己买了车 // 结婚我妈妈出钱在娘家办酒席   到他家这边一桌酒席都木有 亲戚一个都没来 他家生孩子 我在医院疼的死去活来 他妈妈 哥嫂 都没来医院看我 // 我为了给孩子有好的环境 我把家里大清理 没想到看到了他跟别人的婚纱照 // 我个女结婚 他什么都没给我   首饰 婚照  连一件新衣服都没买 // 婆婆无理取闹 老公不管不顾 只听片面之词  我好累,具体是怎样的 // 具体说说你的问题好吗？ // 美女，有事可以好好沟通，不要成为心事，时间久了对自己身体不好。 // 微笑]
1.3,女 单亲家庭，赶紧母亲很自私，从来不为我多考虑事情，还对我说一些难听的话，感觉自己很心累，承受的也很多,22了，我越来越不想理她，她应该能感受到吧 // 我不知道该怎么和她沟通，前脚说完好好的，后脚就变了,您多大了，您的这种感受母亲知道吗？ // 你现在想解决的问题是什么？ // 美女 // 沟通是需要技巧的。愿意约我的咨询，我们电话详细交流吗？我可以给你具体的帮助。 // 很理解你孩子 // 愿意和我聊聊吗 // 是的。现实中的母亲是很难改变的 // 但我们能改变的是心理的母亲。 我可以帮助您。 欢迎您方便时约我电话咨询讨论 // 我们也可以通过咨询帮助您处理对母亲的愤怒和心理冲突。
1.3,我发现妻子出轨，我最近非常郁闷，为了双方的老人及临近高考的女儿，我咬牙坚持，但是我不知道怎么处理这件事,我现在不方便打电话 // 宫老师好 // 我是无意中从她手机微信聊天记录发现语气不对，然后通过其它渠道发现了开房记录，我和她深谈了一夜，她也承认当时的实际，并非常后悔 // 她可以说是被忽悠啦 // 为了双方老人的影响，我想继续，但是对方男的我准备采取其它方式 // 电话咨询？ // 现在不方便电话 // 我现在没有考虑其它的后果 // 程老师？ // 程老师在吗？ // 没有留言？ // 急！ // 我点击图文咨询没反应 // 程老师，不让聊，发不出去，急 // 程老师，你给我回电话好吗？ // 您 // 在,你怎么发现的？ // 经营婚姻情感是一门学问，需要用心也需要智慧，否则容易出现各种矛盾和问题。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询，以便我们更好的帮您。 // 说说你们的情况！ // 妻子出轨，当你痛苦，那么老师的理解是，你选择了继续。可是你接受不了过去。 // 可以通过文字咨询。 // 微笑] // 可以订购文字咨询服务 // 哦，你怎么想的？孩子高考后你想怎么解决？ // 你想怎么办？ // 什么方式？ // 建议你系统性咨询一次，老师帮助你全面分析，解决问题 // 帅哥 // 你将采取的方式可能会引发的后果是什么呢？ // 如果采取宽容就彻底，别做些和人家没关系的事！ // 可以电话咨询？你方便吗？ // 订购咨询服务的方法步骤：1、在给力平台充值。2、点击我的头像进入里面看资料清单。3、从资料清单里选择你需要的服务。4、使用平台充值的钱购买服务。 // 你想过你的行为会引发的后果吗 // 已经留言你了，点我头像，点击：图文咨询 // 电话不方便，可以选择图文咨询的，亲！购买图文咨询服务……… // 这个问题暂时放一放吧  等孩子高考完 再做处理也不晚啊 // 你找程老老师图文咨询。我眼睛花 // 来了， // 点我头像，点击：图文咨询， // 已经私聊你了！ // 我在， // 别急， // 我重启动一下，软件！ // 在吗？ // 别急，客服正在处理， // 今天网络，有点卡 // 稍等！ // 看一下，我给你私聊的， // 你重启一下，你的软件，好吗？ // 好的， // 准备接电话！ // 在吗？ // 忙完看到请回复！ // 方便电话的时候，请去点击购买一下， 然后，我在你的订单里，呼叫你！
1.3,"男,30岁,计划要二胎，但是女方家想让孩子随母姓，我知道法律也允许，但是我情感上接受不了，怎么解释拒绝女方？","专家好！我们这个地方小，如果这么做，会产生很多不必要的解释 // 不存在重男轻女思想 // 男,30岁,计划要二胎，但是女方家想让孩子随母姓，我知道法律也允许，但是我情感上接受不了，怎么解释拒绝女方？ // 哪个专家能帮我解释说法拒绝这么做？",帅哥 // 这个需要沟通。直接的拒绝会引来冲突。 // 我可以了解你们的对话。帮你分析。 // 男尊女卑思想 // 改变你的观念 // 微笑] // 如果孩子和妈妈姓，你觉得别人会怎么说呢？
1.3,女 我结婚三年了     可是和大姑子有隔合      他一来我就满身都是气    怎么都压制不住   甚至他家娃来我都气的不行,好多隔合    第一我结婚那年怀孕   她也怀孕      他家是弟兄两个那弟弟也和我一年结婚   所以我们都一年怀孕 // 我就想他那年怀孕不行非得两边弟弟都结婚这年怀孕 // 第二我结婚不到半年他姐姐就在我和我婆婆面前说妈就得对女儿好点要不然到时媳妇不好了女儿就把你管了     我真是无语了 // 那时还小    也没反应过来,美女 // 你们的隔阂是什么呢
1.3,宝宝一岁5个月了，从出生到现在一直都是我带的，马上要上班了，很舍不得宝宝，半年不见到妈妈会有什么不好吗？,现在的她对妈妈有印象没 // 过几天就要送她回去了，要到年底才能看到我 // 过几天就要送她回去了，要到年底才能看到我 // 会 // 应该有吧，有时特黏我的，有时有感觉不会，有一次出去了一天，回来后见到她，都不怎么理我了，才一天都这样，要是分开半年不敢想 // 我想让她奶奶过来带，这样就可以天天看到她，可是我老公又反对 // 是啊，我也特舍不得，但我老公说也有很多小孩时爷爷奶奶带的，一样跟妈妈亲，都不怎么跟老公说了 // 就是，我很赞同 // 我跟我丫头从来没分开过，我又是个很感性的人 // 我跟我丫头从来没分开过，我又是个很感性的人,分离是婴儿必须经过的阶段 // 半年里一直都见不到妈妈吗？ // 你家宝宝每天晚上睡觉会找你吗？ // 微笑] // 你觉得她对你有印象吗？ // 很不好，宝宝分离焦虑会成为创伤 // 5个月开始识别妈妈的脸， // 6个月有长时记忆， // 分开半年，不可取， // 宝宝刚信任你，你消失了，跟放弃他是一样的，找不到你一定会焦虑，妈妈是他的世界 // 做老公工作， // 留守儿童，是特别缺乏，他的说法不可取，
1.3,"女,26岁,我跟公婆分开住，他们每个星期都要过来到我们家住两三天，我心里特别不舒服，老公我也猜不透他怎么想的？",那该怎么办？ // 我自己也在说服我自己 // 有时候自己把自己能说通 // 有时候就不行 // 不远 // 感觉快要奔溃了 // 我觉着绝大多数上岁数的人能理解，可是他们不同 // 他不是那种特别善于表达的人,这个情况经常会遇到 // 你不舒服什么方面呢  可以尝试和老公谈谈你的感受 // 你不希望公婆过来吗？ // 能理解你的感受，自己的世界不想让公婆侵入，或许在沟通方面可能存在一些问题。 // 公婆家距离你们很远么？ // 可能你需要对彼此有更多的了解，而且需要更有效的表达方式。我知道你需要理解 // 可以通过咨询来获得支持和改善了 // 经营婚姻情感是一门学问，需要用心也需要智慧，否则容易出现各种矛盾和问题。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询，以便我们更好的帮您。 // 可以点击我的头像预约正式的咨询 // 可以先和老公沟通一下看，他是最好的协调人。 // 嗯，你的忍耐力一定很强，所以如果你拥有了表达能力那你就完美了 // 让老公做中间人 协调你和公婆的关系 // 可以点击我的头像关注我私聊详谈，以便我能更好地帮你。 // 公婆她们是不是有她们的原因呢 // 建议和老公沟通一下，
1.3,女 我发现婆家人对我有偏见，我不在的时候她们都议论我，感觉婆家人对大嫂很好。老公和我吵架后她们更是讨厌我。,我不知道自己心理是不是有问题，是我疑心病太重，还是我不会为人处事，所以让她们讨厌我 // 请问一下田教授 // 一年多了,美女 // 你想改变什么呢 // 结婚多久了？ // 退到一对一界面看我给你的留言 // 返回一下即可
1.3,男 孩子9岁了，不学习，好话说尽没用，在学校也不听课不写作业，在家更是不学不写，自理能力非常差，我该怎么办？,,首先应该停下来想想这些年是如何培养孩子的，有哪些不足？ // 淡化处理 // 孩子问题是家长的问题 // 微笑] // 家长需要咨询学习，该来得及改变孩子 // 建议您咨询 // 很愿意帮你 // 给你留言了 // 了解孩子的需求 // 我是学校心理咨询师，欢迎咨询亲子教育
1.3,女 我老妈平时就老是骂人，我们问她，她老是说有人骂她，我也没有听到有人骂她，老是说她，她还是这样，怎么办？,我老妈平时就老是骂人，我们问她，她老是说有人骂她，我也没有听到有人骂她，老是说她，她还是这样，怎么办？ // 这几个月才出现的，没有诊断过。,需要做一个鉴别诊断 // 妈妈的症状多久了?之前过医院诊断过吗? // 对自己很重要的问题，最好选择正式咨询进行系统解决。点击我的头像可进入预约页面。谢谢您。
1.3,女 结婚一年半有一个6个月儿子昨天跟老公吵架，老公把茶几踢翻凳子踢翻，我实在忍受不了想回娘家，不知道怎么做了,我没后悔 // 一点小事，他让我把茶几上的垃圾直接放垃圾桶里我说你顺手就放进去了然后就吵起来了 // 是的 // 他说自己压力大 // 我不想跟他过了有个孩子舍不得不知道怎么办了 // 他压力大我压力也大我得照顾家照顾孩子他每天12点才回家我都没说什么理解他 // 关系已受到影响 // 早晨他会主动给我说话但不会向我道歉,嗯，可能你也后悔了吧 // 可以通过咨询进行调整 // 美女，因为什么吵架呢？ // 是啊，能理解你 // 有问题积极面对比较好，不建议轻易回娘家 // 吵架只是你和外表的现象，应该说这样的吵架，你们之间沟通出现了问题 // 你无法理解是吗？是不是你们有什么更大的矛盾或他工作不顺呢 // 可以和咨询师电话咨询讨论下 // 这件事情不大，但是给彼此带来的感受很不好，这件事就变大了，你说呢？ // 点击我的头像，再点击图文咨询，到私聊界面详细探讨吧 // 可以点击我的头像私聊详谈。 // 不好的感受如果不及时解决，就会慢慢影响到你们的关系 // 生活中的压力有时候不能释放给外人，所以有时候不得不在家发点小脾气。 // 睡眠质量太差的人会容易发脾气，其实你们可以调整好各自的作息，慢慢来调整好情绪，情绪调理好了，你们关系也好了。你们之间没有什么实质性的问题。
1.3,我的妹妹进入传销了！现在把她带回家了，但她不和家人沟通，怎么劝也不听！还想去！请问有办法吗？帮帮我，谢谢！,,过一久就自己好了，别给她太大压力 // 我曾经我进去过，刚出来是很茫然，失落的，过几个月自己上班就会好了，想得开了 // 多陪伴，带他做一些有兴趣的活动，慢慢会好起来的
1.3,"女 每次我把我父母的错说給别人听,他们就会不出声,我父母在别人面前说我坏话,他们经常和我吵架,有些人竟然如此可笑","我父母动手打我别人还帮他们是不是很没脑 // 他们偏心我姐姐因为我姐姐生了个女儿,想让我姐倒插门,但是对我很偏心,买了水果都藏起来 // 我想杀了他们全家 // 恨 // 吵架的时候明明他们的错还要跟外人说我的错,别人以为什么事都和他说的一样 // 他们对我各种辱骂怎么不和别人说呢 // 某些人真的很贱就不配活在世上比如我爸妈 // 有没有人啊 // 我非常痛恨 // 对哒 // 这就是心理话 // 现在不怎么想吃饭胃也不舒服因为气在心里面,哪一天不是生病死估计也要气死了 // 没感觉,现在睡不好吃不好 // 我快挂了",你多大？ // 你都会向谁说你父母的错？ // 没太听明白你的表达 // 看具体事情， // 想到这些，你很不舒服，是吗？ // 可以在这里说说你的心里话。 // 说出来，感觉好一点吗？
1.3,"女,最近总是发脾气，天天心情都很低落，刚结婚8个月，他就对我很冷落，有时发脾气想杀人，我是不是得了抑郁症了？",怎么付费呢？ // 半个小时多少钱？ // 怎么这么多人？ // 怎么充值？ // 有关的很，他对我很一般,你们的关系有点不对哦 // 充值到平台你的账户 // 再购买订单 // 点击我头像关注我私聊详情，点击图文咨询 // 点击头像就可以看到收费情况。 // 这里是公屏 // 我想你的脾气和他对你的态度是有关联的 // 留言告诉你了 // 谁发脾气想杀人呢 // 婚前对你还可以吗 // 需要一对一咨询的话 可在平台充值 然后点击咨询师头像 查看服务 进行购买就可以了 // 美女
1.3,"女,25岁,我是单亲妈妈，孩子现在5个多月男宝！离婚后，我无权干涉男方的探视权！但我是否有权利不让男方家人探视？",我们是协议离婚！男方是人渣！说不让他妈看就不给孩子抚养费！拿孩子的奶水钱做要挟！就更不想让他家人看,有没有判决，一般情况下是权利人拥有探视权
1.3,男 她不想过了，可能有外遇，家有两个孩子，一个还有病，她提出离婚，让她回家她也不回，现在联系不上，我该怎么办,我该怎么办,帅哥 // 可以通过系统咨询帮助您分析。 // 你们结婚几年 // 经营婚姻情感是一门学问，需要用心也需要智慧，否则容易出现各种矛盾和问题。如果需要深入系统的咨询辅导，可以点击我的头像预约正式咨询，以便我们更好的帮您。
1.3,男 很烦，老婆现在怀孕 ，天天心情不好，天天黑着脸，也不和我家人说话，家里感觉都有诡异气氛，搞得我在中间很难做,,有可能得了产后抑郁症 // 多关心她，她需要你的关爱
1.3,女 老公有一个15岁的女儿，现在失踪24小时了，无法进入她的精神世界，又是早恋，学习还可以，我要怎么做才能救她呢？,都是收费？,爱她。做朋友 // 你很负责任 // 这需要你很细心的了解她的内心 // 需要一个很常的过程 // 点击我头像关注我私聊详情，我来帮你 // 关系是第一位的 // 做她的知心朋友，理解她，爱她， // 这怎么能数救呢？ // 美女
1.3,女 我现在怀孕四个月了，老公对我不止一次动手，说我能过就过不能过就离，孩子有没有了都对他也无所谓，我该怎么办？,不是大打，有动手的动作 // 真的是一次比一次狠 // 您分析是什么原因呢 // 我真忍受够了，给我一个选择的方法吧,伤害得厉害吗？ // 有没有报警？ // 你愿意从你开始成长和改变吗？ // 如果我们希望他先成长，可能很难 // 那也许一次会比一比下手狠 // 我看了你的历史提问。我觉得你的爱人这样做是有原因的。 // 欢迎您点我关注，方便时约我电话咨询讨论 // 这不是一两句话能说清楚的。 欢迎您电话咨询我 // 是你无意识的行为激怒他或是让他不在乎你吧   需要自己会维护自己利益 会懂得见机行事 // 真的没有万能的方法。成长没有捷径。
1.3,"女,25岁,没有办法交朋友。害怕跟别人接触。害怕说错话。做错事让别人嘲笑。也不敢发表自己的观点。感觉自己特别胆小。",好像从初中开始。小学时候胆子特别大。什么都敢做。还跟男生打架。帮别人出头。我小时候我爸有家庭暴力。总打我妈。现在好一点。我跟我妈妈关系特好。跟我爸非常一般 // 好郁闷,从小就这样吗 和父母关系呢 父母是否是胆小的人呢 // 可以预约人际关系方面的辅导 // 这种情况多长时间了 // 如果你胆大什么都不在乎 你会怎样生活啊。 // 我推断可能你在早年和父母的关系中有很多创伤导致。 欢迎你约电话咨询处理。 需要请私信我 // 我跟你一样 我跟父母都不愿意说话 // 美女 // 他们发生争执时你是否会觉得痛苦或自责，你是否有自残倾向
1.3,男 我家孩子今年九岁，男孩，不写作业，每次写作业都是夸上打上的在写，最近不管在家还是学校成了一字不写了，该怎么,,可以是亲子关系出现了问题，需要通过咨询进行调整了，点击我的头像私聊详谈，以便更好地帮助您。 // 你的教育出现了问题 // 对孩子的行为不要过分解读，要淡化处理 // 你需要了解孩子的感受与需求 // 正向引导 // 不要对孩子表达你担心焦虑的情绪 // 给你留言了，这样的案例我做了许多，点我头像点图文咨询查看 // 帅哥
1.3,女 昨晚上做梦梦见因为老公和朋友要出去喝酒我不让就吵架了，婆婆和小姑子也和我吵，吵的差点离婚了！这是什么情况？,凑合，有时间和她们会出问题，但是我不吵，我回娘家 // 23，感情很好 // 不经常外出，就是朋友回来偶尔出去聚聚 // 家庭关系自我还可以，偶尔心多老是多想 // 谢谢 // 看来我得压制自已的脾气，不能随性 // 好的 // 我还是不明白，为什么做这种梦 // 还哭醒了，老公替我擦泪 // 通过这个梦，我替会到在也不能太任性了，要学会珍惜这感情，现在才发现和老公离婚是多大的事 // 但心过怕离婚 // 郁闷,一种担心 // 最近心情不太好？ // 现实生活中，和婆婆，小姑子关系怎样？ // 你多大年龄？你们感情有问题吗？ // 老公经常往出跑，是吗？ // 婚姻关系应该存在危机了 // 家庭关系怎么样？具体说说好吗？ // 矛盾，焦虑 // 梦是无意识欲望和儿时欲望的伪装的满足 // 梦是一个人与自己内心的真实对话，是自己向自己学习的过程，是另外一次与自己息息相关的人生。 // 它在提示你 // 梦的功能是探讨做梦者的人际关系，并帮其找到解决这些问题的答案。我可以帮你分析帮你探讨 // 平时有这方面担心吧？
