s1,title,following
1.3,男 刚刚被我父亲用玻璃杯砸了，胳膊上有几道划痕，腿上也有一处淤青。印象中从小经常被我父亲打，以各种方式。我还认他做我父亲，没有还手，但我真的不想再让他打我了，我该怎么办?,我知道我父亲心底是有我的 // 但他的暴力倾向我介绍不了 // 这几年来很少打我 // 我有荨麻疹 // 已经好两三年了 // 一急躁发热就很刺痒难受 // 我妈妈说我整日玩游戏，不写作业 // 但她只是看到我玩的时候，没有看到我写的时候 // 就吵我，我就急躁起来 // 他就抓起旁边的玻璃杯砸我 // 我浑身刺痒，想去去洗手间用冷水冲 // 他让我站那，忍住，然后又用玻璃杯砸我 // 隔着衣服，我隔壁上被划了两道，大腿上也淤青了 // 我该怎么办 // 他根本我考虑我的感受 // 总是以自我为中心 // 我也不想跟他有太的多交流
1.3,我是个女儿，我家是单亲家庭，我妈妈和我爸爸在我四岁的时候分开了。我妈妈最近几个月在和一位我一点都不认识的叔叔微信聊天，我心里很不舒服，还做了有关这个叔叔的梦，算是噩梦吧,阿姨您好 // 好 // 要选人吗？ // 有人吗？ // 谢谢大家，我单独找了位阿姨聊，谢谢 // 可能吧
1.3,我的家教很严 父母对我束缚太多 我因此背弃了我的梦想   我今年刚上的大一我认为大学是我对自由的向往   我想在大学找一个能带给我快乐的他 我交了一个男朋友可是事与愿违。我该怎么办,
1.3,网上的一个国际标准心理测试，测了5遍，结果显示是中度抑郁。 而且我在家做自己喜欢做的事都是偷偷做的，被发现了就是打。现在上网课，我妈看我一点不对她心里，上手打了我好几天。,
1.3,"女,我要离婚，我们没有结婚正，我就要孩子，该怎么办",一岁半
1.3,你好，我的小孩7岁，总是害怕各种东西和事情怎么回事？,这种现象有一个多月了
1.3,妈妈和媳妇不和 谁也不让谁 事态演变很激烈 我该怎么办,可我妈今天生气去了姐姐家 她年纪大了身体不好 我该怎么办
1.3,"女,29岁,我需要真正的幫助。是否應該為了孩子而維持婚姻？",
1.3,我和丈夫感情不和，有一个1岁半的儿子，要是离婚会怎么判？,想到离婚肯定是没办法忍受了。 // 男方也想要孩子，他想拖到孩子两岁后再离，到那个时候我还能争取到孩子吗？
1.3,你好！我想问下如果双方没离婚，孩子能把他的姓改成我的姓吗？,如果我提出离婚，孩子这么小会判给谁。怎么判？
1.3,老婆和我恋爱两年结婚现在怀孕七个月老是为钱和我吵架怎么解决,
1.3,老公爱打牌导致我家人全反对叫我不要跟他在一起了，我该怎么办？,
1.3,家里住着后老太太，老公公去逝有十五年了，一直不走，每天烦死了,
1.3,老婆讨厌我，不想和我说话，我们分开有几个月了.....是什么原因呢？,
1.3,我老公打我，我要离婚，但是他不离，我又没钱去法庭！我该怎么办？,我们一点积蓄都没有，有一辆不超过7万元的车，别的就没有，车还是贷款的，明天10份还清，每月还一千一百元！我就上个星期四才上班的！ // 他扇了我两个巴掌，我哪有证据 // 唉，没钱啊，我现在身无分文，银行里面也是
1.3,老公打我，受不了，一打都半死，但是舍不得孩子，我怎麽办，让他改，,这毛病怎麽能改 // 为什么这麽说 // 生完孩子，自己带，感觉好累，让他抱，他不包，我就骂他， // 他没有妈妈，是后妈，公公就一直不看好我们，刚在一起他对我很好，有一次怀孕了，他让我生，我不愿意，因为我不想没结婚就有孩子，就打了，就从打玩孩子对我一直都不好， // 结婚到现在还没有一年
1.3,"女,老师您好！我父母不同意我们恋爱怎么办，原因就是他家庭条件不好！",老师你回答问题要给钱吗 // 负责呀
1.3,请问阿姨出轨，后来改正，可他丈夫经常家暴，骂她不要脸，我能怎么帮他们呢,没看懂你的问题 // 我只是个学生，今天听到她被打，挺心疼她的，希望你能给点意见，阿姨和我无话不谈，都是农村人，我觉得她也很本分的，她说她丈夫经常那样对他，她的两个儿子都不在家
1.3,我才17岁有种想离家出走的感觉  原因是我不懂事不理解家里的情况总要买衣服什么,哎
1.3,我老婆太懒了 我们经常为家务活而吵架 例如，洗衣服 拖地 一说就吵架 我该怎么办,应该是 只要她认为是对的 旁边的话她听不进去
1.3,父母结婚二十多年，一直都是男主外，女主内，女方没挣过什么钱，如果离婚有权利分财产吗,
1.3,如果夫妻感情出现问题却迫于父母和顾及孩子一直分居……无任何交流……这样情况该不该离婚呢,
1.3,我老婆是单亲家庭的孩子，脾气特别乖，现在孩子已经五个月了，最近总是莫名其妙的发脾气，我该怎么办 ？,谈恋爱的时候脾气也很怪，但是我爱她，就娶了，可现在变本加厉的，我该怎么办，一辈子会折磨死我的 // 一直都是脾气特别古怪，想发脾气就发脾气，也不会尊重我的父母，我就想问问我怎么做可以改变她！
1.3,"男,婚前父母买的房子 父母和我们住了两年今年父母搬出去住 说房贷不还了 每月1800元 让我们还我老婆不同意",我现在工资6000 老婆带两岁孩子 // 有免费的吗 // 这么多人找谁啊 // 生气了
1.3,"女,因老公打人，想离婚，但有一个3岁孩子，孩子在之前都是女方带的，现在双方都想要，有哪些有利于女方的",
1.3,我性格很孤僻，经常会想轻生，我和我老公婆婆关系都很僵，可是我舍不得孩子，一直都在强迫自己，我该怎么办,没有，家里人以前怀疑过我有心理问题但是没去检查 // 我现在又怀孕了再吃打胎药，所以我的情绪很不稳定，我想死，我觉得活的好累 // 我这是病吗？ // 检查身体是指精神方面吗
1.3,"女,31岁,我是一位未婚妈妈，一直以为自己很坚强，孩子现在九岁了，最近孩子知道了她的身世，极度恨我，看不起我",
1.3,你好，我的孩子已经一岁多，我想出远门工作把孩子给婆婆带，但是我又担心长时间不回来不知道宝宝还会不会要我',他还不会说话 // 谢谢 // 问这要钱吗 // 那我看你这上面都写着付费咨询
1.3,父母给找好了工作，但是我又不喜欢被别人安排，想重新找份工作，但不知道该怎么跟父母说，父母会伤心嘛？？？？,
1.3,"女,29岁,婚姻问题，他把我打成轻伤，缝了七针，现在公安局已经报案，要去做鉴定了，公安局说要给调解，我因该怎么办呢",离婚是肯定的，他现在还有刑事责任，我想知道我应不应该追究呢 // 可以索要赔偿吗 // 立了 // 还没有去做法医鉴定，因为不想让他坐牢，而且还有孩子，想让他全部抚养，所以不准备让他坐牢
1.3,你能不能帮帮我，我老婆现在要和我离婚，我不肯，之前是我对不起他，我打过他，赌博也欠了债，我怎么才能挽回我的婚姻。,帮帮我吧！谢谢你。 // 你能不能 // 帮我分析一个 // 那他不接受我怎么办。
1.3,我家的孩子最近半年学坏了，去酒吧，网吧，还喝酒抽烟，交男朋友，还是比她大很多的，我们说她，她就离家出走，我该怎么办？,
1.3,请问我们都在外地，不是当地户口想离婚，孩子会怎么办？我想要孩子，我是母亲，孩子一直跟我亲，从出世没分开过，在外地可以判决孩子吗？,谢谢！
1.3,"我和丈夫有一套婚后房产和一辆车,房子买的时候他父母出的15万我们出了3万,房产证是丈夫的,这是属于夫妻共同产财吗?离婚了我能拿一半财产吗?","需要那些材料,交钱发票?还是 // 都不是我去交的 ,我只给了3万块钱 // 老公做过心脏换瓣手术,孩子6岁,我能要回孩子吗"
1.3,我跟老婆要离婚不知怎么办，我从小爷爷奶奶带大，性格有点孤僻，老婆内向又不大理我，只知道和弟弟打游戏，所以我骂了她姐弟，现在搞的关系紧张了。,一共6个月，就是闪婚，平时关系一般吧，两个人不怎么说话，还没摆酒席
1.3,我和我丈夫在也生活不下去了，他居然和丈母娘搞在一起，我无法接受，我恨他，即使我不愿意和他同房，他也不能这样啊，我不知道该不该把这件事告诉我的父亲,我很想要忘记，可是我就是做不到阿，我的的心去刀绞，好痛啊 // 我想结束我们的关系，我很想解脱，可怎么办
1.3,"女,30岁,您好，我结婚三年了，有个三岁的女儿，老公和我几乎没有共同的话题，交流很少打了我三次，昨晚还当着女儿的面，我现在只想离婚，可是我又害怕，怎么办？",语言交流很少，只要说他一点点他就发脾气，没法交流，要交流他就指出我的缺点，在他眼里我满身都是缺点，没有优点，我感觉我们的婚姻很难维持下去，很累，是不是离婚是最佳选择？
1.3,您好，专家，十岁男孩春季开学半个月后呕吐，发烧，腹痛，在家治疗二十天后，身体康复了，但是不去上学，一提上学和学就大哭大闹，厌世，紧张等情绪，家长应该怎么办,该怎么办，付费咨询的具体价格是怎样的 // 他说想学校的事就头疼，有时说作业多，有时说没有好朋友，具体到家长该怎么问，能问出真实原因 // 什么商品
1.3,"我和我老公生活了一年多有一个女儿马上一岁了,感情不好,我很想离婚,可又舍不得,刚结婚时就不想结的,是他说给他一年的时间,他会改的,可现在他并没有改,反而更让我受不了!我现在该怎么办",
1.3,我老公有一个不是亲生的妹妹，他们聊天很多，虽然没有暧昧，但从他们的聊天里可以感觉得到他们对彼此的思念和牵挂，我不知道是不是我多心了，可半夜一两点都会发信息那说明什么呢？,明明说是兄妹情，为什么可以见面却不见面，他们心里都藏着什么？ // 怎么付费，是多少钱一条短信，还是多钱钱一个小时？ // 关心？难道洗澡，睡觉也要告诉哥哥吗？ // 吃个饭都要告诉对方那就是挂念吗？ // 留个电话吧，等我有勇气在电话里谈的时候我就电话咨询好吗？ // 我觉得不是我不能释怀，是他们… // 我不是不舍得付费，只是我怕得到的答案是他们有男女之间的那种牵挂 // 那我怎么通过平台打给你？
1.3,你好！我和我老婆老在教育孩子的问题上争吵，烦,主要是她有情绪，我倒还好！她又忙自己的事一，我稳定工作，时间多，老说我教育理念有问题，让我学习，至少我有陪孩子嘛
1.3,家挺暴力的婚姻怎么办，我想离婚，可是他不想离,他都敢对我的生命下手了，我能不离婚吗 // 他都敢对我的生命下手了，我能不离婚吗 // 谢谢
1.3,男人在最事业最失意的时候，作为妻子我该怎么做呢？,我觉得我们出问题了，我非常认同你的看法，但是他跟我说他只想安静
1.3,老公经常在外面应酬，对我和孩子关心太少，我该怎么办？,有表达过，我小孩现在回家的第一句话就是爸爸回来吃饭吗 // 一周可以4至5可以再家，就是睡觉在家，我说他在我这住宾馆 // 家里房子车子都是我家里买的，车子一直是给他在开，而且我工资比他还高，小孩跟我们两个住，一直是我带大的，心理不平衡吧，我老公在外交际还可以，我很想过平淡的生活，他总在外搞来搞去想赚钱，每次把我的钱拿出去投资又不理想 // 是的，他很注重面子，想要风光的生活，我只想平淡过日子，他脾气很好，小孩也很依赖他，我很不想像一个人过日子一样，想过离婚，又怕小心受到伤害
1.3,您好专家，我和丈夫最近因为各种小事吵架，跟我斤斤计较,经常吵架就会说他受不了了，想解脱，每次吵架他都会跟我婆婆说细节，因为什么吵， // 他经常提他想分开，我呢觉得太没有安全感了，经常打电话发短信跟他说你别这样伤感情，
1.3,我有一个女儿十三岁，厌学。不听我们父母的还顶嘴想去打工,
1.3,"女,48岁,有遗嘱，房产给女儿了，儿子生前不孝顺，现在想要房产",公正过了 // 99年公正的 // 为什么有遗嘱房管局不给过户
1.3,未婚生子，现在不想跟公婆住一起了。怎么办。跟婆婆关系很好。,老公不愿意。我也没有太多钱。 // 就是跟公公不和。一般都不说话，一说话就吵架。今天在孩子面前吵了。把孩子吓哭了 // 如果我想，就是分家 // 你们能帮我吗 // 我现在很不想在家待了，有一种带着儿子离家出走的念头。不知道是对是错。跟公公的关系很不好，一眼都不想看见那种。他又常常弄各种搞怪动作吸引我儿子的注意力。我儿子才一岁
1.3,我知道了我老婆背后说我母亲不好的话！我是不是应该问我老婆呢,我也不知道额！她不应该这么做吧！ // 您觉得我应该问她嘛？这样对嘛 // 我从来没有说过她母亲的任何不好的话 // 最起码我不会说婆婆的任何不好的话！因为是长辈嘛！
1.3,"女,50岁,经常同妈妈吵架，现在有杀她的想法，感觉心理出现问题了",哪里有私聊电话，没找到
1.3,我生过孩子，但是他对我不好，打我，但我离开了他，孩子怎么办！！,
1.3,"女,24岁,怎么才能让老公跟我主动离婚我再也忍受不了他对我的暴力倾向了",当初他买车让我更娘家借钱现在他一口咬死不承认钱的事 // 你说的这些我都懂 // 你觉得对于一个逛鬼他会静下心来心平气和地跟你沟通交流吗
1.3,"男,41岁,我与我老婆在外地打工，近日来我老婆对我做的一切事都不会象信",他的身体不好，我一些事不想让他知道！他知道了在也不信我了 // 好的 // 爱
1.3,我家长老训我我做的很好谈们也是不满意我好烦          李丽老师我该怎么样,恩
1.3,老公经常和我吵架，一吵架就打我，但是为了孩子又不想离婚，我该怎么办？,
1.3,"女,他总是对我动手打骂，我想离婚他不肯，还以死相逼，他还盗走我妈妈手机号码",
1.3,我跟婆婆关系不好经常吵架，昨天晚上打架了，可是老公就一直拖着不解决怎么办？,我跟婆婆关系不好经常吵架，昨天晚上打架了，可是老公就一直拖着不解决怎么办？ // 免费咨询都是骗人的
1.3,爸妈因为钱的事情，情感纠葛，好多次我爸给我打电话说要杀了我妈，我该怎么办？,恩，从小我爸爸脾气不好， // 不是的，我爸爸对我很好，
1.3,跟我老公感情一直都不好，他说我在他眼里只会发脾气爱的什么都不会。怎么办才好,
1.3,现在在当兵，户口被注销，要继承父亲财产需要什么手续？（父母离异，爷爷奶奶去世）,现在在当兵，户口被注销，要继承父亲财产需要什么手续？（父母离异，爷爷奶奶去世） // 都没再婚 // 我是第一顺序唯一继承人 // 当兵地方户口已经没有了 // 是用的部队集体户口 // 欧，在部队地方户口被注销了也可以吗？
1.3,"女,我想离婚。可是他又不同意。 很痛苦。 明明外遇却不承认。 还有两个孩子。该怎么办",是的吧。 可是他又不承认。 搞的好像我有忧郁证 // 恩。 离婚。 我和他在一起我很压抑。 // 出去走走吧。  然后在决定怎么样生活 // 大的3小的。 快2岁了 // 我希望您能帮我确定。 我有没有抑郁症
1.3,七年未孕我抱了个男娃，可是我觉得自己不够称职当妈妈，我心里有结我该怎么调节自己,我先问我的咨询收费吗 // 还在吗 // 谢谢您这么晚了打扰您 // 我就是有抵触情绪 // 看见孩子不亲 // 我觉得我自己过不了自己 // 六个月
1.3,"男,两人在有结婚证的情况下分居一年在这期间女方却怀上了别人的孩子可以起诉离婚赔偿吗",如果赔偿金额范围在多少 // 我们分居一年是因为感情不和 // 谢谢 // 举证，那些是有效的啊 // 现在都要生小孩了这个证据够吗
1.3,老是爱发脾气，因为一件小事我能唠叨好多天，还有就是心里有火必须发出来，不然会很难受,我也不知道，就是觉得心里委屈的很 // 老公，全家人 // 家里还有公公婆婆，在家里做饭，收拾， // 不是不尊敬，是说不出来的一种感觉，没有太大矛盾，反正平时面上谁都过的去 // 我现在就是对生活还有一些事感到非常的不满 // 我爱人从来不会考虑别人的感受，他也不会考虑， // 他从来不跟我交流，都是我在跟他交流
1.3,你好～每次面对我公公婆婆的问题～我老公总是逃避～让我去迎头直上～但我现在真的累了～,我不想再什么事情都往前冲～真的累了 // 我知道当时我选择他～是因为他对我好～可是现在～看着是他听我的～其实什么事情还得把我往前推 // 一个月一吵～现在是真的想离婚了～说着能给我撑起一片天～可是永远都是我在顶～我没劲啦 // 我就觉得干活的时候我算人～有事该商量的时候你就不是了 // 他对我很好～只是一牵扯到他父母～他就退缩～要不就把我往前推 // 可别人就不和你说话啊 // 我就感觉真的不想过了～我不想去撑起我的那片天的同时还要去管他～既然一个月一闹～还不如不过了 // 因为原来都是我忍不住我和他们沟通～现在他直接让我和他们沟通～我父母还是我说～我不知道以后有事的话他还能把我推到哪 // 可是～一个月左右一闹我已经不知道还要怎么生活了 // 改变不了他～我只有放弃～有句话～不要试图去改变别人～先改变自己 // 小吗～一有事就把我推到前面～那是他们三兄弟和父母的事～你觉得他总是把我推到前面合适吗 // 你应该知道～以后事情多呢～ // 可是以后也是这条路啊 // 我们家的事很复杂～他改变不了我～如果我也改变不了他～是真的该再见啦 // 我们结婚快两年～老大孩子都十一啦～我老公和他嫂子一样大～可以说她进门他就入社会啦～现在他在家估计还没他嫂子说话管用 // 就像这次他哥转让在我家的果园里开的饭店～别人想要地～他们不吭声就打算把地卖了～ // 现在是没卖呢～他的意思是别人没确定买呢～你觉得等买卖双方都确定了～他说话还管用吗 // 他不去只有我去啦～可现在我真的没劲啦～他们父母兄弟的事不能次次把我推到前面吧 // 不是都是说他在他家当坏人～我当好人～而在我家相反～可是我是在哪都是我出头～我想要找到我的那片天 // 因为他不解决啊～我要那样想～那就等着他爸和他哥把地卖了才会通知你一声 // 可那是他们的全部家当～他们也不会干别的～就现在果园的活我是看他们太累帮帮忙～其余都没人干～这还是他们帮他哥干着饭店的情况下啊～你觉得以后他们还能指望谁 // 有事不和你说～出事先找我们～因为他找不到别人 // 前段他妈摔倒啦～我们最远～他嫂子先给他打电话～我以为很严重～就说让她下来去大医院看看～他非先回家～ // 我们住在市区我妈家～他们住在郊区果园～我难道会害他们吗 // 太多的事情啦～我现在找不到一个我们能继续生活下去的理由啦 // 好～那明天吧～今天有点晚了
1.3,"女,老公出轨要离婚 态度很强烈 现在有一个三岁的女儿 我不想离 怎么样才能很有效的挽回老公",出轨一年
1.3,离婚财产该怎么分！男方有小三，还带回家，回家打孩子，还动刀要砍孩子，这样财产该怎么分,"有证据证明男方动刀了，也有人可以证明男方把小三带回家了，这样分财产男方能得到多少，求专家回复我 // 会怎么判呢？现在家里的车子别他和小三开出去了，现在他又回家闹，喊我们拿钱,有时还动手，这样女方上诉离婚能分多少财产 // 我们可以向他要求精神赔偿吗，他拿刀说要砍孩子，还打孩子，还恐吓"
1.3,我有一个孩子五个月。和老公生活很好。但是公婆是我们之间的矛盾。。如果离婚，孩子能给我吗,我的孩子五个月。我在思考离婚，对于我而言什么都不重要，我只想要孩子监护权 // 那请问如果上法庭需要多久判决下来
1.3,我总是感觉我老公不爱我，但是他又对我挺好的就是喜欢上网玩手机怎么样他才能改掉这些坏毛病呢,我想让他多抽出一点时间来陪陪我从我们认识到结婚他都没有陪过我 // 可是他每次说都做不到 // 而且还不好好干特别贪玩 // 嗯知道了
1.3,"男,我和我老婆结婚3年有个2周岁的儿子，现因每天吵架感情破裂，我想要孩子抚养权，法律会怎么判",
1.3,"女,33岁,我老公，每次和我吵架后，喝完酒，就发火，然后就提起他前任女友，说她的好，这是为什么",
1.3,我的丈夫不断找女人，我发现一次，他隔不了多长时间就又继续找下一个，我真没办法。我都快神经了。,我想他也改不了，离婚经济又不好解决，我是守本分的人，所以我痛苦极了。 // 我不是依靠他生活的，这些年我可以说没花过他的钱，他开始用电脑上网找女的，我1发现他收敛1点，过些天就又继续，嬉皮笑脸，去年分期买了辆运输车，他玩电脑不注意休息，开车追尾，驾驶室撞得惨不忍睹，只剩了1条命，买车我借了6万元，现在帐欠的越来越多，银行都还不了了，前几天他夜里11点回来洗澡穿戴整齐，出去手机关机，1直到两点才开机。我知道他的德行，真没法和他在1起过了，写了离婚协议书，可到了第2天他嬉皮笑脸不认账。我让他出去不让他还那6万，他也还不了，我也不甘心自己辛苦建的家留给她，实在无奈。 // 我不是依靠他生活的，这些年我可以说没花过他的钱，他开始用电脑上网找女的，我1发现他收敛1点，过些天就又继续，嬉皮笑脸，去年分期买了辆运输车，他玩电脑不注意休息，开车追尾，驾驶室撞得惨不忍睹，只剩了1条命，买车我借了6万元，现在帐欠的越来越多，银行都还不了了，前几天他夜里11点回来洗澡穿戴整齐，出去手机关机，1直到两点才开机。我知道他的德行，真没法和他在1起过了，写了离婚协议书，可到了第2天他嬉皮笑脸不认账。我让他出去不让他还那6万，他也还不了，我也不甘心自己辛苦建的家留给她，实在无奈。
1.3,因为有些事和老婆打架，老婆要和我离婚，现在我们都有了孩子，我是不想离婚的，有什么办法挽回吗？,
1.3,"女,你好我和老公想离婚，孩子抚养无争议，财产分割无争议，然后还要怎么做呢，具体怎么快速离婚呢？",就像很快速的离开他，那样就不再抱有幻想，不再有痛苦，可以各过各的人生了 // 可是他不愿意离，他想就这样凑合下去过。 // 但是我们的行为生活已经不像正常夫妻了。
1.3,我跟老婆感情出现了裂缝，她玩手机微信和别的男的扯犊子被我发现，然后跟我闹别扭 要离婚 我该怎么办,
1.3,孩子现在有抑郁症，对药物排斥，如何能够让他轻松愉快的把药物按时服上，怎样解决他的心里排斥情绪？,
1.3,财产纠纷问题，老人遗嘱注明一切财产属于我家，其它的姊妹还来分财产这个合法么。我家的那遗嘱K有效么,但是这个遗嘱是一式三份当事人还有证人都有的 // 而且这个是在调解老人赡养问题是写好的 // 意思这个还不算有效证据么 // 他们有权来分财产么
1.3,夫妻没有办理结婚登记，户口上边是夫妻，如果把户口分开，是否还有夫妻关系，对孩子以后是否有影响？,可以给你打电话咨询下么？
1.3,我结婚以后想和老公一起买房子，但是房子上不是我俩的名字，还贷款是我们还，请问离婚的时候有我的吗,那就是我俩拿的首付没有我的， // 对吗 // 那怎么才能让银行提供这个凭证啊 // 那要是首付10万，我俩个拿5万，然后房子有的一半吗，房本上不是我俩的名字， // 那我现在身体受到伤害了，如果我要是不跟他处了，他给我赔偿吗，
1.3,我和老公因为婆婆经常吵架，现在我想离婚，可他不同意，我不想因为孩子让自己一辈子就这样，我该怎么办,
1.3,老公出轨，说喜欢外面的女人，可又舍不得家，但是又很爱玩，每次吵架基本拿家里的事情说问题，我该怎么办,他说他不愿意待在家里，回到家就感觉压力很大，我们结婚才1年，宝宝9个月 // 自从孩子生完后，他就开始慢慢变了 // 他说他很爱玩现在，他自己都控制不了自己，但是他不会不顾这个家，但是现在他心里出轨了 // 可能家里给他的压力太大了，尤其是他父母给他的压力打击很大 // 我想原因就是在这里吧 // 目前我该怎么办？搬出去住吗？ // 嗯 // 家里贷款几十万就是从我们结婚开始到现在，家里有个小加工厂， // 但是盈利很少，老公这1年在玩玩，打牌就花了很多钱，不知道什么原因导致他成为这样的 // 在他父母眼里他就是不张进，他做任何事情家里都不支持他 // 尤其是他父亲，他得不到他父亲的爱，得不到他父亲的认同，他父亲因为家里的贷款天天着急上火， // 基本每天都要教训我老公，让我老公少出去玩，多染点生意，可我老公说，如果不出去，他老爸又要说他天天我在家里，不去想路子什么的，他很受打击 // 孩子现在生完了，负担更重了，我老公有好几次他都觉得压力很大累的他喘不过气来，他都想放弃我和孩子，不想连累我们！ // 可我需要努力挽回他的自信，我什么都支持他，可他现在已经自暴自弃了，又在外面有别的女人， // 整天说着我没能力养活你们了，日子过一天算一天，这就是他目前的想法，别的要赚钱他说没本钱 // 没本钱怎么赚钱，甚至有时候他都觉得他父母给不了他富裕的生活，就没有权利指责他 // 老公今年26岁，我比我老公大3岁 // 什么意思？ // 我可以原谅他的出轨，但是他必须做到让我信任，可是他的态度我看不到 // 之前吵过几次，都不了了知，上个月月底被我确认了，我们大吵了一架 // 间隔10天左右的冷战，后来我们各退一步主动和好 // 可是没几天，我想他大概知道自己错了有悔改之心了，我选择信任他 // 可是昨天，我和小姐妹去看电影，他说他在朋友那里看打麻将， // 我知道那个地方，我就在楼下等着，没多久他就说他先回家了，让我自己回去，可我等了半天他车都没有出来 // 没几分钟我就看见他领着那个女人去楼上麻将包间了！大概隔了1小时不到，他们开车出来送那个女的回去 // 途中停车吃了点东西，我就打电话给他，问他要不要吃宵夜，他说他和表哥约好去吃烧烤了在等表哥 // 我看见他的方位了，就过去和他们正式打招呼 // 他一脸惊讶‼但就几秒，继续玩他的手机游戏，不理我，等那个女的吃东西！我很生气，付了钱就带他走了 // 让他解释他也不说，他说没什么好说的，就是一起吃了个沙县怎么了 // 他之前很肯定的和我说他们已经不联系了还要我怎么样，现在还是有联系，微信，陌陌，信息 // 然后我很生气把他的手机杂了 // 他一句不吭，问原因，他说没有原因，说喜欢她就在一起了！家里他不愿意待在家，他觉得家里的压力让他很累喘不过气来，但是他的行为又得不到我们的认同 // 他不想离婚，但是他又无能挽回这个家庭的经济问题 // 我和他说感情问题，他就撤他在家没有地位，父母不信任他，他现在这样子，我也不信任他，他已经看不到希望了！这是我对他的心里理解 // 老师，这样我该如何做？才能挽回现在这样的局面 // 我觉得家是港湾，是温暖的地方，但到他那里就是个很承重的包袱了！ // 现在很多事情他都不愿意和我说，去哪里也不和我说，而且现在会谎话连篇了 // 家里的事业我现在在帮他，他知道这一点的，没生孩子之前我是有工作的，生完孩子就辞了，孩子上个月断奶，我就想办法让家里的生意好点起来，但是光靠我一个人的努力是不够的，我也是个女人，我也有柔弱的一面，可他还是欺骗我，和那个女的在一起，那个女的我昨晚见过了，并不是我想的那样漂亮，身材窈窕，可以说不如我吧，可我不知道出于什么原因，他会喜欢那个女人，是因为跟我在一起压力太大吗？ // 是的！ // 老师的画图理解很详细，字字点到重点 // 是的，这点我自己知道，他们只是再走我们之前走过的路而已，不会太久，或许他会又喜欢上另一个她
1.3,老婆网恋，被我发现后……她说以后不再聊…但是我很气愤，认为她背叛了我…我不断对她提这些事…他非常气愤,老婆非常气愤 // 她是什么想法 // 心里气愤 // 不知道…但是我很爱她 // 怎么加啊 // 不清楚…杀了那个人…打她一顿但又怕她离开我心好累 // 我也不想逼她…但每每想起…心里都很难受 // 找不到发泄的地方
1.3,宝宝出生不到十天，老公打了我两次，还企图开车撞死我和我爸妈。总是放狠话说不会让你们好过，让你们都死。,两边家长因为摆满月酒闹得不愉快，我就和老公商量说都是一家人，让他给我家人说说好话这事就过了，可是他一打电话就吵吵，还用不好听的话骂我家人，我受不了，就要换衣服出门，他就出手打我，现在浑身疼，在我娘家待着。他嘴上一直说让我滚，瞎了眼了看上我，赶紧离婚。 // 孩子还没十天，他家人天天大吼大叫，孩子在他家我不放心。稍微声音大点就把孩子吓得直哆嗦，我想把孩子接到我身边 // 张律师还在吗？ // 离婚，男方也吵吵要离婚
1.3,"男,你好！我老婆太强势了，太任性了！她说什么就是什么，不听她的就吵架，天天吵而且都是小事，我快崩溃了！",恋爱得时候也是这样，沟通了不知道多少次还是不听你的！太感觉自己做的就是对的
1.3,两个人未领结婚证就生了小孩。孩子出生后男方不管孩子，也不给钱。女方可以提起诉讼向男方要一次性抚养费吗？,这个抚养费怎么给？可以一次性要出来吗？ // 协商不好法院怎么判？ // 女方能要求赔偿精神损失费吗 // 他一开始想我隐瞒了婚史，我怀孕时他还没离婚，是孩子出生前一个月离的婚。 // 那女方什么赔偿也得不到吗？ // 他经营一家公司，我在那帮忙。但是最近一直处于亏损状态。 // 起诉是以孩子名义还是我的名义？
1.3,我和我老婆离婚了！孩子由她抚养，现在她把我儿子姓名都改了，没经过我同意。我就是想问下，我有权让她改回来吗,
1.3,一开始很喜欢跟老公过性生活，现在（一年后）觉得特别没意思，很不想过性生活，是不是证明自己已经不喜欢对方了？,
1.3,我从生了小孩以后。我老公只要和我老婆婆说一句话。我全身不自在。心里面很烦。很想发火。更不希望他们讲一句话。怎么办。,9个月了。 // 现在的我很困扰。有时候真的很想找人哭个够。我真的挺累的 // 怎么进行 // 可以
1.3,我老公天天向我提离婚，说夫妻之间没有信任只有猜疑，他说过起好累，现己分居半个月，我不想离婚，我很痛苦，我该怎么办？,是的 // 他一提到离婚我就脑子一片空白，我爱他，我不想离 // 我不会用 // 支付不了 // 我只是怀疑
1.3,我婆婆是个不可理喻的人，我老公总护着她 ，我没有不对的地方也总是跟我吵架，以前也经常吵，我也烦了，我现在也不知道该怎么办了？,
1.3,请问如果儿媳妇在和婆婆说话的时候不小心说错话了婆婆就打儿媳妇，受了点轻伤她犯不犯法律责任，法律责任是什么会受什么样的法律责任,你就对你爆发一顿身上都是伤痕青一块紫一块的构成轻伤吗 // 对我爆打一顿 // 而且我和我老公结婚的时候说好的要有房子才结婚我们老家都是自己盖的而且房子证明还写着她的名字现在还要把我赶出去他有责任吗 // 哦那我老公可以把房产证明的名字改上他的名字吗 // 毕竟他还有一个弟弟他妈妈盖了两栋房子名字都是他爸爸的 // 就是说可以改成我老公的名字吗，小孩子上学需要这个房产证明吗 // 那请问一下现在小孩子上学需要房产证明吗 // 那如果我婆婆和我公公要和我老公断绝父子关系那以后我们以后可不可以不赡养他们 // 还有人吗 // 能替我解答一下吗 // 就是说他们把我老公给赶了出去给他断绝关系了我们还有义务赡养吗 // 那怎么样才又不赡养他们的权利？ // 怎么样才有不赡养公婆的权利 // 那需不需要证明什么的
